verbatimDisposition	standardDisposition	standard	checked
Exch. with O. Bangs, Sept 20 1918	voucher elsewhere	0	1
Exch. with O. Bangs, Sept 20, 1918	voucher elsewhere	0	1
Exch. with O. Bangs, Sept 29, 1918	voucher elsewhere	0	1
Exch. with O. Bangs. Sept 20, 1918	voucher elsewhere	0	1
Exch. with O. Banks Sept 20, 1918	voucher elsewhere	0	1
Exch. with O. Banks, Sept 20, 1918	voucher elsewhere	0	1
Exch. with O.Bangs Sept 20, 1918	voucher elsewhere	0	1
Exch. with O.Bangs, Boston July 19006	voucher elsewhere	0	1
Exch. with O.Bangs, Sept 20 1918	voucher elsewhere	0	1
Exch. with O.Bangs, Sept 20, 1918	voucher elsewhere	0	1
Exch. with Outram Bangs-Museum Comparative Zoology	voucher elsewhere	0	1
Exch. with P.L. Sclater, Sep 1893	voucher elsewhere	0	1
Exch. with Paris Museum June 13, 1928	voucher elsewhere	0	1
Exch. with Paris Museum June 13,1928	voucher elsewhere	0	1
Exch. with Paris Museum June 16, 1928	voucher elsewhere	0	1
Exch. with Paris Museum, 13 Jun 1928	voucher elsewhere	0	1
Exch. with Paris Museum, June 13, 1928	voucher elsewhere	0	1
Exch. with Paris Museum, June 13,1928	voucher elsewhere	0	1
Exch. with Phia.Acad.Nat.Sci. July 1928	voucher elsewhere	0	1
Exch. with Phil. Academy of Nat. Sciences, Jul 192	voucher elsewhere	0	1
Exch. with Phila Acad. Nat. Sci. July 1928	voucher elsewhere	0	1
Exch. with Phila Acad. Nat.Sci. July 1928	voucher elsewhere	0	1
Exch. with Phila Acad.Nat.Sci., July 1928	voucher elsewhere	0	1
Exch. with Phila Acad.Nat.Sci., July, 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. Nat Sci., Jul 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. Nat. Sci. July 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. Nat. Sci., Jul 192[illeg]	voucher elsewhere	0	1
Exch. with Phila. Acad. Nat. Sci., Jul 1925	voucher elsewhere	0	1
Exch. with Phila. Acad. Nat. Sci., Jul 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. Nat. Sci., July 1926	voucher elsewhere	0	1
Exch. with Phila. Acad. Nat. Sci., July 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. Nat. Sciences, Jul 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. of Nat Sci., Jul 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. of Nat. Sci., Jul 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. of Nat. Sciences, Jul 1928	voucher elsewhere	0	1
Exch. with Phila. Acad. Sci., Jul 1928	voucher elsewhere	0	1
Exch. with Phila. Acad.Nat.Sci. July 1928	voucher elsewhere	0	1
Exch. with Phila. Academy Nat. Sci., Jul 1928	voucher elsewhere	0	1
Exch. with Phila. Academy of Nat. Sciences, Jul 19	voucher elsewhere	0	1
Exch. with Phila. Academy of Natural Sciences, Jul	voucher elsewhere	0	1
Exch. with Phila.Acad. Nat.Sci. July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Na.Sci. July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat. Sci., July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat.Hist. July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat.Mus. July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat.Sci, July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat.Sci.	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat.Sci. July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat.Sci. July 1928 July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat.Sci. July, 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nat.Sci., July 1928	voucher elsewhere	0	1
Exch. with Phila.Acad.Nt.Sci. July 1928	voucher elsewhere	0	1
Exch. with PhilaAcad.Nat.Sci. July 1928	voucher elsewhere	0	1
Exch. with R. Meinerhazen [illeg.] June 1981 [ille	voucher elsewhere	0	1
Exch. with R. Meinerznagen June 1924	voucher elsewhere	0	1
Exch. with R. Meineznagen, June 1924	voucher elsewhere	0	1
Exch. with R. Meinherznagen, June 1924	voucher elsewhere	0	1
Exch. with R. Meterzharen [illeg.] June 1924	voucher elsewhere	0	1
Exch. with Rosenberg, Aug 1929	voucher elsewhere	0	1
Exch. with Rosenberg-Aug. 26, 1928	voucher elsewhere	0	1
Exch. with Rothschild Coll. when coll rec'd to AMN	voucher elsewhere	0	1
Exch. with S.G. Je[illeg]ett, 28 Oct 1926	voucher elsewhere	0	1
Exch. with S.G. Jewett-Oct 1926	voucher elsewhere	0	1
Exch. with S.I. Nov 27,1889	voucher elsewhere	0	1
Exch. with S.I. Nov. 27,1889	voucher elsewhere	0	1
Exch. with S.I. Nov.27,1889	voucher elsewhere	0	1
Exch. with Southwick,Feb 27.'91	voucher elsewhere	0	1
Exch. with Stockholm Mus, 14 Jun 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus, June 14, 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus. June 14 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus. June 14, 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus. June 29, 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus., 14 Jun 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus., June 14 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus., June 14, 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus., June 14,1929	voucher elsewhere	0	1
Exch. with Stockholm Mus., June 14. 1929	voucher elsewhere	0	1
Exch. with Stockholm Mus., June 1929	voucher elsewhere	0	1
Exch. with Stockholm N.H. Mus., May 1927	voucher elsewhere	0	1
Exch. with Stockholm N.H. Museum, May 1927	voucher elsewhere	0	1
Exch. with Stockholm Natural History Museum, May 1	voucher elsewhere	0	1
Exch. with The Chee Foo Mus., China, through Rev. 	voucher elsewhere	0	1
Exch. with Todd, Aug 21, 1919	voucher elsewhere	0	1
Exch. with Transvaal Mus.	voucher elsewhere	0	1
Exch. with Tring Mus. , July 9, 1928	voucher elsewhere	0	1
Exch. with Tring Mus. 9 Jul 1928	voucher elsewhere	0	1
Exch. with Tring Mus. July 1928	voucher elsewhere	0	1
Exch. with Tring Mus. July 7, 1928	voucher elsewhere	0	1
Exch. with Tring Mus. July 9, 1928	voucher elsewhere	0	1
Exch. with Tring Mus.- July 9, 1928	voucher elsewhere	0	1
Exch. with Tring Mus., July 1928	voucher elsewhere	0	1
Exch. with Tring Mus., July 9, 1928	voucher elsewhere	0	1
Exch. with Tring Museeum, July 9, 1928	voucher elsewhere	0	1
Exch. with Tring Museum July 7, 1928	voucher elsewhere	0	1
Exch. with Tring Museum July 9, 1928	voucher elsewhere	0	1
Exch. with Tring Museum, [illeg] Jul 1927	voucher elsewhere	0	1
Exch. with Tring Museum, 9 Jul 1928	voucher elsewhere	0	1
Exch. with Tring Museum, Jan 9, 1928	voucher elsewhere	0	1
Exch. with Tring Museum, July 1928	voucher elsewhere	0	1
Exch. with Tring Museum, July 7, 1928	voucher elsewhere	0	1
Exch. with Tring Museum, July 9, 1928	voucher elsewhere	0	1
Exch. with Tring Museum, May 1927	voucher elsewhere	0	1
Exch. with Tring Museum, May1927	voucher elsewhere	0	1
Exch. with Tring Museum-May 1927	voucher elsewhere	0	1
Exch. with Tring, July 9, 1928	voucher elsewhere	0	1
Exch. with U.S. Nat. Museum, Feb 18, 1925	voucher elsewhere	0	1
Exch. with U.S. National Mus., 18 Feb 1925	voucher elsewhere	0	1
Exch. with U.S. National Museum - Feb. 18, 1925	voucher elsewhere	0	1
Exch. with U.S. National Museum Feb 18, 1925	voucher elsewhere	0	1
Exch. with U.S. National Museum Feb 18,1925	voucher elsewhere	0	1
Exch. with U.S. National Museum, 18 Feb 1925	voucher elsewhere	0	1
Exch. with U.S. National Museum, 19 Jan 1927	voucher elsewhere	0	1
Exch. with U.S. National Museum, Feb 18, 1925	voucher elsewhere	0	1
Exch. with U.S. National Museum-Feb 18, 1925	voucher elsewhere	0	1
Exch. with U.S. Nat'l Museum Feb 18, 1925	voucher elsewhere	0	1
Exch. with U.S. Nat'l Museum, Feb 18, 1925	voucher elsewhere	0	1
Exch. with U.S. Natl. Museum, Feb 18, 1925	voucher elsewhere	0	1
Exch. with U.S.N.M. - Aug 1961	voucher elsewhere	0	1
Exch. with U.S.N.M.-Aug 1961	voucher elsewhere	0	1
Exch. with U.SD. National Mus., Feb 18, 1925	voucher elsewhere	0	1
Exch. with Vienna Museum, 7 Feb. 1973	voucher elsewhere	0	1
Exch. with W.C. Todd, Jul 1924	voucher elsewhere	0	1
Exch. with W.O. Wheeler, May 1924	voucher elsewhere	0	1
Exch. with Zool. Museum, Amsterdam, Netherlands, A	voucher elsewhere	0	1
Exch.-Dr. Stresemann-Berlin Museum-May 1927	voucher elsewhere	0	1
Exch.-Peabody Mus., Jan. 1950	voucher elsewhere	0	1
Exch.Phila. Acad.Nat.Sci.	voucher elsewhere	0	1
Exch.Phila.Acad.Nat.Sci.	voucher elsewhere	0	1
Exch.-Senekenberg Museum-Dec 1926	voucher elsewhere	0	1
Exch.-Stockholm N.H. Museum, May 1927	voucher elsewhere	0	1
Exch.-Stockholm Nat. Hist. Museum, May 1927	voucher elsewhere	0	1
Exch.-Stockholm Natl Hist. Museum, May 1927	voucher elsewhere	0	1
Exch.-Stockholm Natl. History Museum, May 1927	voucher elsewhere	0	1
Exch.-Tacka pausha Museum	voucher elsewhere	0	1
Exch.-Tackapausha Museum	voucher elsewhere	0	1
Exch.Tring Mus. England July,1906	voucher elsewhere	0	1
Exch.-U. of Florida-1967	voucher elsewhere	0	1
Exch.W.F.H. Rosenberg, Feb 1921	voucher elsewhere	0	1
Exch.W.F.H. Rosenberg, Feb 1921; Exchange to Carng	voucher elsewhere	0	1
Exch.W.F.H. Rosenberg, Feb 1921; Exchanged to Nati	voucher elsewhere	0	1
Exch: Delaware Mus. Nat. Hist.	voucher elsewhere	0	1
Exch: Delaware Museum N	voucher elsewhere	0	1
EXCH: DELAWARE MUSEUM N.H.	voucher elsewhere	0	1
Exchaged to Chicago Mus.	voucher elsewhere	0	1
Exchang to Chicago Mus.	voucher elsewhere	0	1
exchange	voucher elsewhere	0	1
Exchange - A.M. Peklo - Russia, 1973	voucher elsewhere	0	1
Exchange - A.M. Peklo-Reissia	voucher elsewhere	0	1
Exchange - Auckland Mus. 20 Apr 1950	voucher elsewhere	0	1
Exchange - Auckland Mus., April 20, 1950	voucher elsewhere	0	1
Exchange - Auckland Museum, April 20, 1950	voucher elsewhere	0	1
Exchange - Chicago Museum	voucher elsewhere	0	1
Exchange - Dr Carlos Alberti Campos Seabra, 1965	voucher elsewhere	0	1
Exchange - Dr. Carlos Alberti Campos Seabra, 1965	voucher elsewhere	0	1
Exchange - Fla. State Museum - 7/22/74	voucher elsewhere	0	1
Exchange - Peklo - Russia	voucher elsewhere	0	1
Exchange - Tackapausha Museum	voucher elsewhere	0	1
Exchange - Univ. of Costa Rica	voucher elsewhere	0	1
Exchange ????[illeg.], Dec'09	voucher elsewhere	0	1
Exchange A.M. Peklo-Rossia [?]	voucher elsewhere	0	1
Exchange Auckland Museum, April 20, 1950	voucher elsewhere	0	1
Exchange Brit. Mus. Sept. 1927	voucher elsewhere	0	1
Exchange Brit. Mus., Sept 1927	voucher elsewhere	0	1
Exchange Chicago Natural History Museum, 20 Apr 19	voucher elsewhere	0	1
Exchange Chicago Natural History Museum, 6 Aug 195	voucher elsewhere	0	1
Exchange Cleveland Mus. Feb 1926	voucher elsewhere	0	1
Exchange Cleveland Museum June 1923	voucher elsewhere	0	1
Exchange Cleveland Museum June 1927	voucher elsewhere	0	1
Exchange Cleveland Museum, Jun 1923	voucher elsewhere	0	1
Exchange Cleveland Museum, June 1923	voucher elsewhere	0	1
Exchange D.A. Coh[illeg], 20 Oct 1903	voucher elsewhere	0	1
Exchange D.A. Cohen, 20 Oct 1903	voucher elsewhere	0	1
Exchange Delaware Mus. N.H.	voucher elsewhere	0	1
Exchange Delaware Museum N.H.	voucher elsewhere	0	1
Exchange Delaware Museum, N.H.	voucher elsewhere	0	1
Exchange Dr. Stresemann-Berlin Museum-May 1927	voucher elsewhere	0	1
Exchange Durban Museum	voucher elsewhere	0	1
Exchange dwith H.K. Coale, Feb. 1910	voucher elsewhere	0	1
Exchange dwith Phila Academy Nat. Sci., July 1928	voucher elsewhere	0	1
Exchange dwith S.G. Jewett, Oct. 28, 1926	voucher elsewhere	0	1
Exchange dwith Tring Mus., July 9, 1928	voucher elsewhere	0	1
Exchange F.M. Chapman 1925	voucher elsewhere	0	1
Exchange F.M. Chapman, April 1925	voucher elsewhere	0	1
Exchange Field Mus., Nov 1922	voucher elsewhere	0	1
Exchange Fla. State Museum, 22 Jul 1974	voucher elsewhere	0	1
Exchange Florence Mus.	voucher elsewhere	0	1
Exchange Florence Museum	voucher elsewhere	0	1
Exchange from Berlin Zool. Mus., Nov 6, 1930	voucher elsewhere	0	1
Exchange Geo. Mason, July 1922	voucher elsewhere	0	1
Exchange H.B. Hough, Ontario, Canada, Nov 1966	voucher elsewhere	0	1
Exchange Iowa St. U., 1967	voucher elsewhere	0	1
Exchange Iowa State U., 1967	voucher elsewhere	0	1
Exchange -Iowa State University-May 1967	voucher elsewhere	0	1
Exchange Museo de Zoologia Univ. Nac. Aut. de Mexi	voucher elsewhere	0	1
Exchange Museo de Zoologia, Univ. Nacional Aut. de	voucher elsewhere	0	1
Exchange Museum of South Western Biology 8/2002	voucher elsewhere	0	1
Exchange Museum of Southwestern Biology 8/2/2002	voucher elsewhere	0	1
Exchange Museum of Southwestern Biology 8/2002	voucher elsewhere	0	1
Exchange Museum of Southwestern Biology 812002	voucher elsewhere	0	1
Exchange Museum of Southwestern Biology Aug 2002	voucher elsewhere	0	1
Exchange Museum of Southwestern Biology, 8/2002	voucher elsewhere	0	1
Exchange Museum of Southwestern Biology, Aug 2002	voucher elsewhere	0	1
Exchange Museum of Southwestern Biology; 8/2002	voucher elsewhere	0	1
Exchange O. Bangs, April 1,'09	voucher elsewhere	0	1
Exchange Peabody Mus., Jan 1950	voucher elsewhere	0	1
Exchange -Peabody Mus., Jan 1950	voucher elsewhere	0	1
Exchange Peabody Museum,m Jan 1950	voucher elsewhere	0	1
Exchange Phil. Acad. Nat. Sci. NO	voucher elsewhere	0	1
Exchange Princeton Mus. Jan 1926	voucher elsewhere	0	1
Exchange Princeton Mus. Z., Jan 1926	voucher elsewhere	0	1
Exchange R.C. McGregor	voucher elsewhere	0	1
Exchange sent Mus. Comparative Zoology, July 22, 1	voucher elsewhere	0	1
Exchange sent to Berlin Zool. Mus., Jan 8, 1932	voucher elsewhere	0	1
Exchange sent to Bishop Mus., Jan 21, 1932	voucher elsewhere	0	1
Exchange sent to Bishop Museum, Jan 21 1932	voucher elsewhere	0	1
Exchange sent to Bishop Museum, Jan 21, 1932	voucher elsewhere	0	1
Exchange sent to Cleveland Mus. Jan 6, 1932	voucher elsewhere	0	1
Exchange sent to Cleveland Mus. Jan. 6 1932	voucher elsewhere	0	1
Exchange sent to Cleveland Mus. Jan. 6, 1932	voucher elsewhere	0	1
Exchange sent to Cleveland Mus., Jan 6, 1932	voucher elsewhere	0	1
Exchange sent to J. Berliez-Oct 26, 1932	voucher elsewhere	0	1
Exchange sent to J. Berlioz, Oct 26, 1932	voucher elsewhere	0	1
Exchange sent to J. Berlioz-Oct 26, 1932	voucher elsewhere	0	1
Exchange sent to Swedish Mus. Dec 12, 1931	voucher elsewhere	0	1
Exchange sent to U.S. National Home	voucher elsewhere	0	1
Exchange sent to U.S. National Museum	voucher elsewhere	0	1
Exchange Stockholm N.H. Museum, May 1927	voucher elsewhere	0	1
Exchange Stockholm N.H. Museum-May 1927	voucher elsewhere	0	1
Exchange Stockholm, N.B. Museum-May 1927	voucher elsewhere	0	1
Exchange to Academy of Nat. Sciences, April 1928	voucher elsewhere	0	1
Exchange to Academy of Nat.Sciences, April 1928	voucher elsewhere	0	1
Exchange to Academy of National Sciences, April 19	voucher elsewhere	0	1
Exchange to Academy of Natural Sciences, April 192	voucher elsewhere	0	1
Exchange to Alex Walker, 1961	voucher elsewhere	0	1
Exchange to Australian Museum, N.S. Wales, Austral	voucher elsewhere	0	1
Exchange to Australion Museum, New South Wales, Au	voucher elsewhere	0	1
Exchange to Bishop Museum, April 1928	voucher elsewhere	0	1
Exchange to Brit. Museum Nat'l Hist, London	voucher elsewhere	0	1
Exchange to Brit. Museum Nat'l Hist., London	voucher elsewhere	0	1
Exchange to British Museum, April 1969	voucher elsewhere	0	1
Exchange to British Museum, Sept 1921	voucher elsewhere	0	1
Exchange to Carnegie Mus. Jan 1932	voucher elsewhere	0	1
Exchange to Carnegie Mus., Jan 1932	voucher elsewhere	0	1
Exchange to Carnegie Museum, Jan 1932	voucher elsewhere	0	1
Exchange to Chicago Mus.	voucher elsewhere	0	1
Exchange to Dr. Campos Seabra 4/71	voucher elsewhere	0	1
Exchange to Dr. Campos Seabra, 4/71	voucher elsewhere	0	1
Exchange to Dr. Campos Seabre, 4/71	voucher elsewhere	0	1
Exchange to Dr. Carmago, Saõ Paulo Museum, Nov. 5,	voucher elsewhere	0	1
Exchange to Dr. H. Sick, Rio de Janeiro, Brazil, A	voucher elsewhere	0	1
Exchange to Dr. W.H. Phelps, June 1959	voucher elsewhere	0	1
Exchange to Florida State University, 14 Oct 1963	voucher elsewhere	0	1
Exchange to Gorgas Mem. Laboratory, Dr. Amadon 9/2	voucher elsewhere	0	1
Exchange to Herbert Zeidlar, Feb. 10, 1956	voucher elsewhere	0	1
Exchange to Herbert Zeidler, Feb 10 1956	voucher elsewhere	0	1
Exchange to Herbert Zeidler, Feb 10, 1956	voucher elsewhere	0	1
Exchange to Herbert Zerdler, Feb 10, 1956	voucher elsewhere	0	1
Exchange to Herbert Zoidler, Feb 10 1956	voucher elsewhere	0	1
Exchange to Leningrad Museum, March 1983 LLS	voucher elsewhere	0	1
Exchange to Louis State Univ., Mar 1975	voucher elsewhere	0	1
Exchange to Louisiana State Univ., Dr. George H. L	voucher elsewhere	0	1
Exchange to MNH, Univ. Com. LLS- Mar 1984	voucher elsewhere	0	1
Exchange to Moore Lab. Zool. - Occid Co., 1/20/76	voucher elsewhere	0	1
Exchange to Mr. Dieter Blyrae, Germany, Dr. Short,	voucher elsewhere	0	1
Exchange to Mr. Phelps, 12/1/72	voucher elsewhere	0	1
Exchange to Mr. Staurs Olson	voucher elsewhere	0	1
Exchange to Museeo de Zoologia, Univ. Nac. Aut. de	voucher elsewhere	0	1
Exchange to Museo Argentina de Ciencias Naturales,	voucher elsewhere	0	1
Exchange to Museo de Zodogia Univ. Nac. Aut. de Me	voucher elsewhere	0	1
Exchange to Museo de Zoologia Univ. Nac. Aut de Me	voucher elsewhere	0	1
Exchange to Museo de Zoologia Univ. Nac. Aut. de M	voucher elsewhere	0	1
Exchange to Museo de Zoologia Univ. Nac. Aut.de Me	voucher elsewhere	0	1
Exchange to Museo de Zoologia Univ. Nac. de Mexico	voucher elsewhere	0	1
Exchange to Museo de Zoologia Univ. Nac.Aut. de Me	voucher elsewhere	0	1
Exchange to Museo de Zoologia Univ. Nat. Aut. de M	voucher elsewhere	0	1
Exchange to Museo de Zoologica Univ Nac. Aut. de M	voucher elsewhere	0	1
Exchange to Museo de Zoologica Univ. Nac. Aut. de 	voucher elsewhere	0	1
Exchange to Museo Zoologia Univ. Nac. Aut. de Mexi	voucher elsewhere	0	1
Exchange to Museum Goaldi (Novaes_ Belem, Brazil, 	voucher elsewhere	0	1
Exchange to Museum of New Zealand Wellington - 200	voucher elsewhere	0	1
Exchange to N. Car. State Museum, 1/1989	voucher elsewhere	0	1
Exchange to N.Y. Scientific Supply, Co., Jan 17 19	voucher elsewhere	0	1
Exchange to National Mus. Bulauayo, Rhodesia, 3/12	voucher elsewhere	0	1
Exchange to Occidental College Calif., Oct 14, 196	voucher elsewhere	0	1
Exchange to Oklahoma Univ., Dr. G.E. Sutton, March	voucher elsewhere	0	1
Exchange to Pateerson Museum, N.J.	voucher elsewhere	0	1
Exchange to Patersib Museum, N.J.	voucher elsewhere	0	1
Exchange to Paterson Museum	voucher elsewhere	0	1
Exchange to Paterson Museum Museum, N.J.	voucher elsewhere	0	1
Exchange to Paterson Museum N.J.	voucher elsewhere	0	1
Exchange to Paterson Museum, M.J.	voucher elsewhere	0	1
Exchange to Paterson Museum, N,J.	voucher elsewhere	0	1
Exchange to Paterson Museum, N.J.	voucher elsewhere	0	1
Exchange to Paterson Museum, N.Jersey	voucher elsewhere	0	1
Exchange to Patterson Museum, N.J.	voucher elsewhere	0	1
Exchange to Peterson Museum, N.J.	voucher elsewhere	0	1
Exchange to Phelps - Aug, 1949	voucher elsewhere	0	1
Exchange to Phelps - Aug. 1949	voucher elsewhere	0	1
Exchange to Phelps- Aug. 1949	voucher elsewhere	0	1
Exchange to Phila. Acad. of Sci. J. Bond 5/1064	voucher elsewhere	0	1
Exchange to Prince Hans of Liechtenstein, 1952	voucher elsewhere	0	1
Exchange to Prince Hans of Liechtentstein, 1952	voucher elsewhere	0	1
Exchange to Prince House of Liechtenstein, 1952	voucher elsewhere	0	1
Exchange to Queensland Museum, Australia, D.P. Ver	voucher elsewhere	0	1
Exchange to Queensland, Australia D.P. Vernon-4/18	voucher elsewhere	0	1
Exchange to R.S. C[illeg]o[illeg]si[illeg] Museum,	voucher elsewhere	0	1
Exchange to R.S. Crossin Museum, 18 Dec 1968, L.L.	voucher elsewhere	0	1
Exchange to R.S. Crossin Museum, 18 Dec 1968-L.L. 	voucher elsewhere	0	1
Exchange to Rijks Museum, Leiden, Netherlands, Feb	voucher elsewhere	0	1
Exchange to Rolf Grantsau, Parque Terranova, SB ca	voucher elsewhere	0	1
Exchange to Royal Scottish Museum, April 1925	voucher elsewhere	0	1
Exchange to Royal Scottish Museum, April 1928	voucher elsewhere	0	1
Exchange to S. Andral. Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchange to S. Austral Mus, 20 Nov 1974	voucher elsewhere	0	1
Exchange to S. Austral Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchange to S. Austral Mus., 20 Nov 1974.	voucher elsewhere	0	1
Exchange to S. Austral.	voucher elsewhere	0	1
Exchange to S. Austral. Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchange to S. Austral. Mus., 20 Nov 1974.	voucher elsewhere	0	1
Exchange to S. Austral. Mus., 20 Nov. 1974	voucher elsewhere	0	1
Exchange to S. Austral. Museum, 20 Nov 1974	voucher elsewhere	0	1
Exchange to U.S. National Museum	voucher elsewhere	0	1
Exchange to U.S. National Museum Sept 1930	voucher elsewhere	0	1
Exchange to U.S. National Museum, Sept 1930	voucher elsewhere	0	1
Exchange to U.S. National Museum, Sept, 1930	voucher elsewhere	0	1
Exchange to U.S. National Museum, Sept. 1930	voucher elsewhere	0	1
Exchange to U.S. Natural Museum - Dr. Humphey, 5/7	voucher elsewhere	0	1
Exchange to Univ. Conn., 2/2/66	voucher elsewhere	0	1
Exchange to Univ. Conn., 2/2/66, Dr. alan H. Brush	voucher elsewhere	0	1
Exchange to Univ. Minn., Jan 1956	voucher elsewhere	0	1
Exchange to Univ. Minnesota, Jan 1956	voucher elsewhere	0	1
Exchange to University Conn., 2 Feb 1966, Dr. Alan	voucher elsewhere	0	1
Exchange to Vienna Museum, 7 Feb 1973	voucher elsewhere	0	1
Exchange to Vienna Museum, 7 Feb. 1973	voucher elsewhere	0	1
Exchange U. Conn. Mus. Nat. Hist., March 1984- LLS	voucher elsewhere	0	1
