preparations,reps
"skin, study; skeleton, postcranial; muscle (frozen); kidney (frozen); heart (frozen)",1
"liver (frozen); heart (frozen); muscle (frozen); skin, study; skeleton, postcranial; kidney (frozen)",1
"skin, study; skeleton; muscle (frozen); endoparasite (frozen); heart, kidney (frozen); liver (frozen)",1
"liver (frozen); heart, kidney (frozen); skeleton, postcranial; muscle (frozen); endoparasite (70% ethanol); skin, study",1
"skin, study; liver (frozen); skeleton, postcranial; muscle (frozen); heart, kidney (frozen)",1
"liver (frozen); skeleton, partial; feather; wing (dry); muscle (frozen); heart, kidney (frozen)",1
"skeleton, partial; heart, kidney, liver (frozen); muscle (frozen); skin, study",1
"skeleton, postcranial; muscle (frozen); skin, study; heart (frozen); liver (frozen)",1
"skin, study; skeleton, postcranial; muscle (frozen); endoparasite (ethanol); heart (frozen); kidney (frozen); ectoparasite (ethanol); liver (frozen)",1
liver (frozen); feather; muscle (frozen); skeleton,1
"skin, study; muscle (frozen); heart (frozen); skeleton, postcranial",1
"liver (frozen); heart (frozen); skeleton, postcranial; endoparasite (95% ethanol); kidney (frozen); skin, study",1
"skeleton; liver (frozen); wing; muscle (frozen); heart, kidney (frozen)",1
"skin, study; skeleton; liver (frozen); heart, kidney (frozen); feather; muscle (frozen)",1
"muscle (frozen); skin, study; skeleton; liver (frozen); heart (frozen); kidney (frozen)",1
"liver (frozen); muscle (frozen); skeleton; heart, kidney (frozen); skin, study",1
"whole organism (alcohol); muscle (frozen); ectoparasite (ethanol); liver (frozen); skeleton; heart (frozen); kidney (frozen); skin, study",1
"ectoparasite (ethanol); skeleton, postcranial; muscle (frozen); liver (frozen); heart (frozen); kidney (frozen); skin, study",1
"muscle (frozen); skeleton; heart, kidney (frozen); skin, study; liver (frozen)",1
"skull; muscle (frozen); wing (dry); liver (frozen); heart, kidney (frozen)",1
muscle (frozen); kidney (frozen); heart (frozen); wing; liver (frozen),1
liver (frozen); heart (frozen); endoparasite (ethanol); kidney (frozen); feather; skeleton; stomach content (ethanol); muscle (frozen),1
skeleton; muscle (frozen); heart (frozen); liver (frozen),1
liver (frozen); heart (frozen); endoparasite (ethanol); kidney (frozen); ectoparasite (ethanol); skeleton; wing; muscle (frozen),1
"skeleton; wing; feather; skin, flat",1
2 DISTAL TIBIOTARSUS,1
PARTIALLY COMPLETE STERNUM,1
PARTIAL SKULL; ULNA,1
3 HUMERUS; 2 CARPOMETACARPUS; 1 CORACOID; 2 TIBIOTARSUS,1
"L CORACOID SHAFT, DISTAL L TIBIOTARSUS",1
3 PARTIAL TARSOMETATARSUS; HUMERUS; CORACOID; 2 FEMOR; 4 ULNA,1
NEARLY COMPLETE SKELETON | Cast,1
Skull + Limb Bones,1
2 Wings + 1 Foot + 2 Humeri,1
"Head, Wings and Foot",1
Nest only.,1
Rectrices of UAz-010484,1
Wing and Leg Bones only,1
paleo: bones in matrix,1
skin & skel,1
paleo: 5 egg shell fragments,1
paleo: 1 Lot of 1400+/- Misc. Bones,1
paleo: mand,1
lower mandible fragment,1
paleo: part cranium,1
paleo: 4 rib fragments,1
paleo: 14 vertebra,1
paleo: pterygoid ?,1
skin + dried tongue,1
3 cranium fragments,1
fibula fragment,1
5 bone fragments,1
paleo: upper mandible fragment,1
1 nest + 4 eggs,1
paleo: 1 trachael ring,1
"paleo: sternum fragment , 3 pieces",1
paleo: 6 feathers,1
"paleo: humerus fragment , in 8+/- pieces",1
paleo: 83 bone fragments,1
paleo: 59 bone fragments,1
paleo: 35 bone fragments,1
paleo: scapula (?) fragment,1
paleo: cranium,1
13 pellets,1
misc: 4 plumes only,1
nest + eggshell fragments,1
paleo: 7 pedal phalanges,1
paleo: maxilla frag.,1
paleo:  carpometacarpus,1
paleo: 1 premaxillary frag.,1
paleo: 1 scapholunar,1
paleo: cranium frags. + 2 vertebrae,1
3 mixed part skel,1
misc: 1 regurg. pellet only,1
flat skin + skel + 3 feathers,1
part skel + misc: skin & feathers,1
"paleo: sternum, carpometacarpus fragments",1
misc: 1 wing + upper mandible,1
part skel/misc feathers,1
complete  skel,1
skull + misc: feathers,1
predated remains (4 skulls + misc. vert.),1
skeletal remains (5+ individuals),1
complete skel + feathers,1
EGG FRAG,1
MAX & JAWS & HORN,1
1 TARSAL,1
"PROXIMAL R HUMERUS, DISTAL R TIBIOTARSUS",1
DISTAL L CORACOID,1
"4 ELEMENTS, PES",1
"CLAW, 15 METAPODIALS",1
L METACARPUS,1
RADIUS; ULNA; 2 CARPOMETACARPAL; TARSOMETATARSUS; PHALANX 1,1
Cast of leg (left),1
Casts of cranial + postcranial elements,1
Fjk/body,1
Feathers & skeletal part(s),1
"Syrinx, blood and bursa saved, Y; Skel, blood and bursa saved, Y",1
"Tissue, Y; Skel, Y; Genbank, Y; Genbank, Y; Genbank, Y; Wings_tail, Y",1
"Flat_skin, Y; Tissue, Y",1
"Syrinx, Y; Flat_skin, Y; Skel, Y; Tissue, Y",1
"Skin, 8 Sep 1972, Y",1
"Skin, N; Skel partial, Y",1
"Flat_skin, degreased in Stodsol and made up, Y; Skel, degreased in Stodsol and made up, Y",1
"Feather, Y; Skin, 1 nematode, svl cestodes in gut (all measured), Y",1
"Skin, Y; Tissue, U; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y",1
"Syrinx, Y; Fluid, N",1
"Skin, 5 April 1952, Y",1
"Skin, 11 March '52, Y",1
"Skin, Jan 18 1956, Y",1
"Skin, 18 July 1949, Y",1
"Skin, 13 July 1949, Y",1
"Skel, 4 vials cestodes saved, Y",1
"Flat_skin, N; Skin/toe clip, N",1
"Skin, 21 Jun 1952, Y",1
"Skin, 25 July 1952, Y",1
"Skin, 18 March '52, Y",1
"Skin, relaxed and remade Sept 1955 DAZ, Y; Skin/toe clip, relaxed and remade, N; Feather, Y; Skel, relaxed and remade, Y",1
"Fluid, Y; Fluid, N",1
"Fluid, Y; Flat_skin, Y; Feather, Y; Fluid, Y",1
"Tissue, Y; Wings_tail, Y; Skel, Y; Genbank, Y; Genbank, Y; Genbank, Y",1
"Skin, June 12, '51, Y",1
"Skin, 1 Aug 52 ojo, Y",1
"Skin, 27 June '52, Y",1
"Tissue, Y; Wings_tail, Y; Skel, Y; Skin, Y",1
"Feather, Y; Genbank, Y; Genbank, Y",1
"Skin, 25 Mar 1952 RWS, Y",1
"Skin, 13 Aug 1952, Y",1
"Skin, Y; Tissue, Y; Pellet, Y; Skel, Y",1
"Skel, Y; Tissue, Y; Syrinx, Y; Wings_tail, Y",1
"Skel, Y; Wings_tail, Y; Flat_skin, Y; Feather, Y",1
"Skin, Skin by Brodkorb, Y",1
"Skel, toe bones mounted on cardboard, Y",1
"Skin, Prep by Max Minor Peet , Y",1
"Skin, Prep. by Max Minor Peet, Y",1
"Skel, Y; Syrinx, Y; Skin, Y; Tissue, Y",1
"Skel, sexed by J.V. , Y",1
"Skin, Skin and Sex by J VanTyne, Y",1
"Skin, Made up 9 Feb 1956, Y",1
"Skin, Aug '51, Y",1
"Skin, Relaxed & made up Apr. '51 RWS & PSH, Y",1
"Skin, 21 May 1952, Y",1
"Skin, Skinned and sexed by L Wing, Exch",1
"Skel, Y; Tissue, Y; Syrinx, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y; Skin, Y",1
"Tissue, Y; Skel, Y; Wings_tail, Y; Wings_tail, N",1
"Syrinx, Y; Tissue, Y; Skel, Y; Genbank, Y",1
"Skel, Y; Feather, U",1
"Skin, skin and label, Y; Skel, Exch",1
"Eggset, one young one [of the two in the nest was] preserved in alcohol, Y",1
"Tissue, Y; Syrinx, Y; Skel partial, Y; Feather, Y; Fluid, Y; Skin, Y",1
"Skin, Y; Skin/toe clip, Y",1
"Skin, 26 ZAug 1955, Y",1
"Skin, Stuffed by Peters, James L Labeled by Wing, L, Y",1
"Skel, Y; Flat_skin, N; Tissue, Y",1
"Skin, Y; Tissue, Y; Genbank",1
"Tissue, Y; Skin, Y; Skel partial, Y; Thin section, Y",1
"Tissue, U; Fluid, Y; Genbank, Y; Genbank, Y; Genbank, Y",1
"Tissue, U; Skel, Y; Syrinx, Y",1
"Eggset, Y; Skel, Y; Tissue, Y; Syrinx, Y; Skin, Y",1
"Skel, preserved in fluid, made into schmoo and partial skeleton, Y",1
"Skin, 12 Oct 55, Y",1
"Flat_skin, N",1
"Tissue, Y; Skin, Y; Feather, Y; Skel, Y",1
"Fluid, fixed in buffered formalin and salt; mallophaga preserved, Y",1
"Skel, viscera examined for parasites; stomach and contents preserved separately, Y",1
"Feather, Y; Genbank, Y; Genbank, Y; Genbank, Y",1
"Skin, August 1948, Y",1
"Wings_tail, Y; Wings_tail, Y",1
"Syrinx, Y; Syrinx, Y; Skel, Y; Skin, N; Wings_tail, Y",1
"Feather, U; Skel, Y",1
"Skel, Y; Genbank, Y; Genbank, Y",1
"Tissue, N; Skel, Y; Genbank, Y; Skin, Y",1
"Skin, Washed in Dreft and Stodsol Oct 1976, Y",1
"Skin, washed in Dreft & Stodsol Oct 26, Y",1
pell plana (congelat),1
"crani, teixit muscular, vèrtebres (sec)",1
pell naturalitzada,1
"tissue (frozen); tissue (frozen) sample; skeleton; skin, study",1
tissue (frozen); stomach content (ethanol); skeleton,1
tissue (frozen); skeleton; endoparasite (95% ethanol); syrinx (70% ethanol),1
blood (RNAlater),1
tissue (RNAlater); blood (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),1
"tissue (frozen); tissue (frozen); endoparasite (70% ethanol); syrinx (70% ethanol); skin, study",1
"tissue (frozen); syrinx (70% ethanol); skeleton; stomach content (70% ethanol); skin, body",1
"tissue (frozen); tissue (frozen); stomach plus stomach content (95% ethanol); buccal and cloacal swab (RNAlater); nasal flush (95% ethanol); carcass (95% ethanol); skin, study",1
"tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); nasal flush (95% ethanol); buccal and cloacal swab (RNAlater); endoparasite (95% ethanol); stomach plus stomach content (95% ethanol); carcass (95% ethanol); skin, study",1
"tissue (frozen); tissue (frozen); syrinx (70% ethanol); wing, spread (dry); skin, study",1
"skin, study; syrinx (70% ethanol); tissue",1
reproductive tract (ethanol),1
tissue (frozen); tissue (frozen); syrinx (70% ethanol); skeleton; eye (70% ethanol); stomach plus stomach content (95% ethanol); endoparasite (95% ethanol); nasal flush (95% ethanol),1
tissue (frozen); skeleton; stomach content (ethanol); reproductive tract (ethanol),1
"tissue (frozen); syrinx (ethanol); wing, spread (dry); skeleton",1
blood (slide smear); blood (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),1
blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (RNAlater),1
tissue (frozen); wing; tissue (95% ethanol); skeleton; tissue (95% ethanol),1
"tissue (frozen); tissue (frozen); skin, study; carcass (95% ethanol); endoparasite (95% ethanol); syrinx (70% ethanol); nasal flush (95% ethanol); buccal and cloacal swab (RNAlater); stomach plus stomach content (95% ethanol)",1
tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),1
"blood (Queen Lysis buffer); tissue (frozen); tissue (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); skin, study",1
tissue (95% ethanol); blood (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear),1
bill content (dry); skeleton,1
"tissue (RNAlater); blood (RNAlater); tissue (RNAlater); blood (slide smear); skin, study; tissue (RNAlater); tissue (RNAlater); tissue (RNAlater)",1
feather (slide); feather; skeleton,1
default - 27,1
default - 31,1
tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen) sample,1
tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); spread wing (dry); partial skin (dry) sample,1
tissue (frozen: vapor phase nitrogen); tissue (frozen: -80°C); partial skin (dry); spread wing (dry); tissue (frozen: -80°C) sample,1
skin (dry); tissue (ethanol); tissue (ethanol); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: -80°C) sample,1
articulated skeleton (dry); spread wing (dry),1
skin; (beak only),1
skin; head & feet only,1
"Tissue, Skin (Wing only), Skeleton",1
Skin (Also syrinx from spec. in alcohol) (Also syrinx from spec. in alcohol),1
"Skin (Spread wing), Tissue (Spread wing)",1
"Tissue, Breast, liver, muscle, Skeleton, Breast, liver, muscle",1
"Fluid, Tissue, Breast muscle, Tissue, Breast muscle",1
"Tissue, Heart, muscle, other, Skeleton, Heart, muscle, other, Heart, muscle, other, Skeleton",1
"Skeleton (Partial skeleton), Skin (Partial skeleton), Tissue, Heart, liver, muscle, Skin (Partial skeleton), Tissue, Heart, liver, muscle",1
"Skin (Schmoo), Skeleton (Schmoo), Tissue, Heart, liver, muscle, Skeleton (Schmoo), Tissue, Heart, liver, muscle",1
"Skin (Spread wing) (Spread wing), Tissue, Skeleton, Skeleton, Tissue (Spread wing)",1
"Tissue, Muscle (100% ethanol), Skin (Wing), Muscle (100% ethanol), Skeleton",1
"Tissue, Skeleton (Partial skeleton)",1
"Tissue, Heart, liver, muscle, Skin (Spread wing), Skeleton, Skin (Spread wing), Heart, liver, muscle, Skeleton, Heart, liver, muscle",1
"Skeleton, Skin, Tissue, Heart, liver, muscle, Tissue, Heart, liver, muscle, Skin",1
"Skin, Tissue (DMSO/EDTA Buffer), Skeleton (Partial skeleton), Skeleton (Partial skeleton), Tissue (DMSO/EDTA Buffer)",1
"Nearly complete skin (no bill), skel, stomach",1
sternal,1
ulna; coracoid; femur; humerus,1
ulna; radius,1
bone; egg shell,1
palate,1
Study Skin & Osteological - Skeleton,1
Osteological - Skull/Fragments,1
Osteological - Skull/One Vertebra,1
INCOMPL JUV FORE+HIND LIMB BONES,1
SKELETON MINUS PES,1
"HUMERUS,TIBIOTARSUS,CORACOID",1
"INNOMINATE,ULNA",1
"CORACOID,FEMUR",1
egg shell fragments,1
distal l tibiotarsus,1
"Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned Notes: Calcined, Burned Notes: Calcined",1
"Element: Ilium, ElementURI: UBERON:0001273, Portion: Fragment, Side: L",1
Skin - 1; Skeleton - 1; Alcoholic - 1; Eggs - 1; Tissue - 100,1
"DIST FEMUR,TIBIA",1
HEAD OF FURCULA,1
"2 TARSOMETATARSUS,PROX HUMERUS",1
"ULNA,PHALANX,CORACOID,FEMUR",1
"HUMERUS,ULNA,TIBIA,TARSUS,FURCULA,SYNSACRAL FRAG",1
"CARPOMETACARPUS,PROX FEMUR,R+L TARSOMETATARSUS",1
"ULNA,FRAGS",1
"2 HUMERI,HEAD OF CORACOID",1
"FEMORA,TARSOMETATARSUS,TIBIOTARSUS,HUMERUS",1
ulnar shaft,1
beak fragment,1
"TARSOMETATARSUS,R TIBIOTARSUS",1
"DIST RIB FRAG ?,POST JUGAL FRAG ?",1
CENTRUM,1
STERNUM FRAGS ?,1
vertebral centrum,1
"TIBIOTARSUS,SCAPULA",1
"DIST FEMUR FRAG,DIST CLAVICLE FRAG",1
DIST L TARSOMETATARSUS,1
"dist r tibiotarsus, juv?",1
"VERTEBRA,LIMB BONE FRAG",1
r cuneiform,1
HYPOTARSUS,1
SYNSACRUM FRAGS,1
VETEBRAE,1
"R PHALANX 2,DIGIT 3 ?",1
L PROX PHALANX 5,1
INCOMPL R PHALANX 2 OF DIGIT 4,1
R DIST FEMUR,1
L TARSOMETATARSUS FRAG,1
Tarsometatarsus Frag,1
"INCOMPL SKELETON,SKULL",1
CARPOMETATARSUS,1
dist. ulna,1
ANT SKELETON,1
L PHALANX 2 DIGIT 3,1
L PHALANX 2 DIGIT 4,1
R PHALANX 2 DIGIT 2,1
L PHALANX 2 DIGIT 2,1
R UNGUAL DIGIT 2,1
"TROCHLEA 3 OF TARSOMETATARSUS,BONE FRAG",1
"PHALANX,BONES",1
MANDIBLE FRAG,1
4 eggshell fragments,1
PROX CORACOID ?,1
limb bone shaft,1
r carpometacarpus,1
MED TARSOMETATARSUS,1
"right tarsometatarsus, lacking most of shaft",1
proximal coracoid frag,1
Distal tibiotarsus,1
"DIST TIBIOTARSUS,PROX TARSOMETATARSUS,FEMUR,ULNA,CORACOID,SCAPULA FRAGS",1
"left TBT+TMT, partial",1
tarsometatarsal frag,1
R prox. ulna,1
humerus shaft,1
limb bone fragment,1
Skull and wing bones only,1
PARTIAL SCAPULA,1
PARTIAL FURCULA,1
2 PARTIAL L HUMERUS; 2 PARTIAL R HUMERUS; L CORACOID,1
bagged,1
"Mounted, on rock base",1
[Nest not located at this time] Eggs,1
"skeletal, sternum only",1
"Study Skin, parts in fluid 8297",1
G. W. Shugart 3828,1
G. W. Shugart 2207,1
G. W. Shugart 2043,1
G. W. Shugart 2047,1
R. S. Singh BT17,1
G. W. Shugart 3717,1
R. S. Singh BV100,1
R. S. Singh BG134,1
F.A. Armstrong,1
J. Knodel 4/DRP,1
R. D. Droker 335,1
R. S. Singh BV150,1
J. Delacour,1
C. E. Craighead 20,1
G. W. Shugart 1695,1
R. D. Droker 476,1
G. W. Shugart 2138,1
R. D. Droker 500,1
C. E. Craighead 566,1
B. K. Schmidt 013,1
R. D. Droker 667,1
M. L. Johnson 4410a,1
G. W. Shugart 1609,1
A. J. Perkins 07,1
M. Thompson 119,1
J. S. Slipp,1
M. Nelson 0017,1
C. E. Craighead 401,1
C. E. Craighead 769,1
M. E. Larson 02,1
G. W. Shugart 3797,1
G. W. Shugart 3791,1
C. E. Craighead 446,1
G. W. Shugart 3539,1
G. W. Shugart 3552,1
C. E. Craighead 732,1
C. E. Craighead 795,1
G. W. Shugart 3409,1
G. W. Shugart 3545,1
G. W. Shugart 3749,1
G. W. Shugart 3746,1
C. E. Craighead 483,1
C. E. Craighead 685,1
G. W. Shugart 3515,1
G. W. Shugart 3415,1
G. W. Shugart 3493,1
A. C. Emlen,1
G. W. Shugart 3494,1
L. U. Kleine 37,1
G. W. Shugart 3386,1
K. A. Hanson 06,1
G. W. Shugart 3632a,1
L. U. Kleine 73,1
G. W. Shugart 3647,1
G. W. Shugart 3156,1
D. R. Paulson 2182,1
E. Forsman 004,1
S.G. Jewett 9709,1
S.G. Jewett 10196,1
prep. L. M. Batterson,1
E. R. Booth 0308,1
J. H. Carter 33,1
J. H. Carter 59,1
H. M. DuBois 178,1
H. M. DuBois 202,1
R.D. Droker 233,1
A. Walker 11280,1
W. L. Finley 142,1
C. Maser 445,1
C. Richardson,1
R. D. Droker 753,1
H. T. Bohlman 57,1
W. L. Finley 163,1
C. Maser 435,1
C. E. Craighead 588,1
E. Kennedy 16,1
C. E. Craighead 198,1
E. Kennedy 14,1
T. R. Weaver 41,1
G. W. Shugart 3359,1
C. E. Craighead 515,1
C. E. Craighead 508,1
C. E. Craighead 497,1
G. W. Shugart 3216,1
G. W. Shugart 3138,1
N. Hill,1
S. G. Jewett 13437,1
Elwood Booth,1
R. Cass 0119,1
R. Cass 0096,1
J. G. Williams,1
R. G. W. Ramsay,1
Robin Kemp,1
D. W. Johnston 1027,1
R. S. Hoffman 320,1
G. Olivier,1
G. W. Shugart 3231,1
G. W. Shugart 3188,1
C. E. Craighead 881,1
C. E. Craighead 880,1
W. T. Van Velzen,1
R. D. Droker 1009,1
R. D. Droker 1008,1
R. D. Droker 031,1
D. R. Paulson 2183,1
R. D. Droker 033,1
R. D. Droker 001,1
R. D. Droker 077,1
R. D. Droker 082,1
R. D. Droker 086,1
B. K. Schmidt 079,1
R. D. Droker 067,1
B. Jensen 21,1
M. Hukari 20,1
R. D. Droker 734,1
R. D. Droker 102,1
P. A. Claros,1
M. R. Krauszer 04,1
R. D. Droker 1167,1
G. W. Shugart 2258,1
R. D. Droker 1179,1
R. D. Droker 1196,1
R. Delles 12,1
R. D. Droker B-67,1
R. D. Droker 289,1
G. W. Shugart 3135,1
E. E. Cardiff 1487,1
E. E. Cardiff 598,1
E. Cardiff & L. B. Cardiff,1
E. E. Cardiff 723,1
R. H. Beck 4668,1
R. H. Beck 4645,1
H. Decker 0091,1
"R. J. Quigley, Jr.",1
E. J. Booth 472,1
E. J. Booth 505,1
E. J. Booth 518,1
L. Zerlang,1
S. G. Jewett 12292,1
T. R. Weaver 154,1
K. A. Guyer 05,1
G. W. Shugart 3121,1
C. E. Craighead 607,1
C. E. Craighead 609,1
C. E. Craighead 621,1
J. A. Munro 2257,1
C. E. Craighead 343,1
G. W. Shugart 2161,1
C. E. Craighead 467,1
G. W. Shugart 3299,1
T. R. Weaver 134,1
G. W. Shugart 3347,1
C. E. Craighead 703,1
E. A. Kennedy 38,1
P. H. Wimberger 100,1
C. E. Craighead 200,1
C. E. Craighead 307,1
G. W. Shugart 3179,1
A.M.Pratt & G.D.Alcorn,1
C. E. Craighead 408,1
L. U. Kleine 87,1
G. W. Shugart 3699,1
K. J. Kolisch 01,1
G. W. Shugart 3639,1
G. W. Shugart 3955,1
G. W. Shugart 3266,1
S. D. Thorp 18,1
G. W. Shugart 3150,1
C. E. Craighead 700,1
C. E. Craighead 780,1
T. R. Weaver 05,1
C. E. Craighead 822,1
G. W. Shugart 3854,1
C. E. Craighead 214,1
T. R. Weaver 105,1
G. W. Shugart 3215,1
G. W. Shugart 3554,1
J. K. Goldberg 02,1
T. R. Weaver 111,1
T. R. Weaver 115,1
L. U. Kleine 80,1
G. W. Shugart 3328,1
T. R. Weaver 114,1
L. U. Kleine 01,1
T. R. Weaver 122,1
L. U. Kleine 06,1
G. W. Shugart 3272,1
C. E. Craighead 213,1
C. E. Craighead 353,1
C. E. Craighead 11,1
C. E. Craighead 573,1
C. E. Craighead 748,1
G. W. Shugart 3393,1
C. E. Craighead 804,1
G. W. Shugart 3290,1
G. W. Shugart 1834,1
C. E. Craighead 749,1
T. R. Weaver 02,1
A. K. Terepocki 12,1
C. E. Craighead 803,1
C. E. Craighead 800,1
T. R. Weaver 106,1
C. E. Craighead 154,1
T. R. Weaver 61,1
G. W. Shugart 3579,1
G. W. Shugart 3578,1
G. W. Shugart 3730,1
G. W. Shugart 3651,1
G. W. Shugart 3622,1
C. E. Craighead 86,1
C. E. Craighead 782,1
C. E. Craighead 560,1
G. W. Shugart 3322,1
C. E. Craighead 131,1
