verbatimPreparations	standardPreparations	standard	checked
L P/4 (11)		0	0
L P/4 (2)		0	0
L p/4 (cf.).		0	0
L P/4 (FORM A)		0	0
L P/4 (FORM B)		0	0
L P/4 (TRIGONID ONLY)		0	0
L P/4 ?		0	0
L P/4 | Cast		0	0
L P/4 BROKEN		0	0
L P/4 ERUPTING		0	0
l p/4 frag		0	0
L P/4 IN DENTARY FRAG		0	0
L P/4 IN DENTARY FRAGMENT		0	0
L P/4 IN JAW FRAG		0	0
L P/4 WITH JAW		0	0
L P/4, _ M/1		0	0
L P/4, _ P/3		0	0
L P/4, FRAG		0	0
l p/4, frag of anterior half		0	0
L P/4, JAW		0	0
L P/4, JAW | Cast		0	0
L P/4, L & R M/3, 2 M#/		0	0
L P/4, L M/1		0	0
L P/4, L M/1; ASSOCIATED		0	0
L P/4, L M/2, JAW		0	0
L P/4, L M/2-M/3, ASSOCIATED		0	0
L P/4, L M/3, UNASSOCIATED		0	0
L P/4, L M1/		0	0
L P/4, L M2/-M3/, M/3, M/#, L M/1 OR M/2, L M2/-M3/		0	0
L P/4, LARGE		0	0
L P/4, M/1		0	0
L P/4, M/1, M/2, ALL ISOLATED, ASSOCIATED? | Cast		0	0
L P/4, M/1, M/2; ASSOCIATED		0	0
L P/4, M/1, M/3, ASSOCIATED		0	0
L P/4, M/1; ASSOCIATED		0	0
L P/4, M/1-M/2		0	0
L P/4, M/2		0	0
L P/4, M/2, C/#		0	0
L P/4, M/2, R M1/		0	0
L P/4, M/2; R P/4, M/3; ASSOCIATED		0	0
L P/4, M/2-M/3		0	0
L P/4, M/2-M/3 | Cast		0	0
L P/4, M/3		0	0
L P/4, PARTIAL M/1		0	0
L P/4, PARTIAL P/3 IN DENTARY FRAG		0	0
L P/4, PTILODUS-LIKE, WEAR ON CROWN & FADED TO A YELLOW IN PLACES		0	0
L P/4, R M/1		0	0
L P/4, R M/2-M/3, R P/3		0	0
L P/4, R M/3		0	0
L P/4, R P/3, 3 M/#, 2 R M/3, 2 R M/1		0	0
L P/4, WORN		0	0
L p/4.		0	0
L p/4; 2 lower molars.		0	0
L P/4; BONE FRAG		0	0
L P/4; L M/2 ASSOCIATED BUT NOT IN JAW		0	0
l p/4?		0	0
L P/4? IN DENTARY FRAG		0	0
L P/4-_ M/1-M/2		0	0
L P/4-_M/1		0	0
L P/4-LM/2, ONLY 1 TOOTH		0	0
L P/4-M/#		0	0
L p/4-m/1		0	0
L P/4-M/1 | Cast		0	0
L P/4-M/1 FRAG		0	0
L P/4-M/1 IN DENTARY FRAG		0	0
L P/4-M/1 IN JAW FRAG		0	0
L P/4-M/1 IN JAW FRAG, ISOLATED TEETH		0	0
L P/4-M/1, _ M/2		0	0
L P/4-M/1, _ M/2, IN DENTARY		0	0
L P/4-M/1, JAW		0	0
L P/4-M/1, L M/1-M/2		0	0
L P/4-M/1, L M/3		0	0
L P/4-M/1, L M2/-M3/		0	0
L P/4-M/1, M/3		0	0
L P/4-M/1, M/3, ASSOCIATED		0	0
L P/4-M/1, M/3, JAW | Cast		0	0
L P/4-M/1, R M/1		0	0
L P/4-M/1, R M/1-M/2, ASSOCIATED		0	0
L P/4-M/1, R M/3, 2 L M#/		0	0
L P/4-M/1, R M1/		0	0
L P/4-M/1, R M1/-M2/, 2 M#/		0	0
L P/4-M/1, R P/3-M/1, L P/3-P/4, R P/2, L P/3		0	0
L P/4-M/1; R M/2, _ M/3; ASSOCIATED		0	0
L P/4-M/1-M/2		0	0
L P/4-M/1-M/2 | Cast		0	0
L P/4-M/1-M/2, L M/2-M/3, R M/2-M/3, M1/-M2/-M3/, R M/3, R M/2, R M/3		0	0
L P/4-M/1-M/2/-M/3		0	0
L P/4-M/1-M/2; 2 L P/3-P/4; L P/4-M/1; 2 R M/1-M/2-M/3; R P/3-P/4-M/1		0	0
L P/4-M/1-M/2; L P/3-P/4-M/1-M/2-M/3; L M/1-M/2-M/3; L M1/-M2/-M3/; PARTIAL SKULL; ISOLATED TEETH		0	0
L P/4-M/1-M/2; R M/1-M/2-M/3		0	0
L P/4-M/1-M/2-M/3		0	0
L P/4-M/1-M/2-M/3 | Cast		0	0
L P/4-M/1-M/2-M/3 IN DENTARY		0	0
L P/4-M/1-M/2-M/3 IN JAW FRAG		0	0
L P/4-M/1-M/2-M/3, ASSOCIATED BONE		0	0
L P/4-M/1-M/2-M/3, L P4/-M1/		0	0
L P/4-M/1-M/2-M/3, R P/3-P/4-M/1, L P2/-P3/-P4/-M1/-M2/-M3/, L P4/-M1/, R P3/-P4/, R P3/-P4/-M1/, L M1/-M2/, 5 T#/, R P4/-M1/		0	0
L P/4-M/1-M/2-M/3; R M/2; FRAGS; ASSOCIATED		0	0
L P/4-M/1-M/2-M/3; R P/2-P/3-P/4-M/1-M/2-M/3 | Cast		0	0
L P/4-M/1-M/2-M/3; R P/4; M#/; PARTIAL SKELETON; IN BLOCK		0	0
L P/4-M/1-M2/-M3/		0	0
L p/4-m/2		0	0
L P/4-M/2 (M/1-M/2 BROKEN)		0	0
L P/4-M/2 | Cast		0	0
L P/4-M/2, JAW		0	0
L P/4-M/2, JAW | Cast		0	0
L P/4-M/2, JAW WITH BROKEN P/3, P/4, M/2		0	0
L P/4-M/2, L M1/-M2/; ASSOCIATED		0	0
L P/4-M/2, R DENTARY FRAG, ASSOCIATED		0	0
L P/4-M/2, R P/4-M/2, M/#, P/#		0	0
L P/4-M/2; R M/1-M/3		0	0
L P/4-M/3		0	0
L P/4-M/3 | Cast		0	0
L P/4-M/3 COMPOSITE		0	0
L P/4-M/3, JAW (P/4 PARTLY PRESERVED)		0	0
L P/4-M/3, JAW | Cast		0	0
L P/4-M/3, M/1-M/2, M/3		0	0
L P/4-M/3, M1/		0	0
L P/4-M/3, P/2		0	0
L P/4-M/3, R M/2-M/3		0	0
L P/4-M/3, R P/2-M/3		0	0
L P/4-M/3, R P/4-M/2 | Cast		0	0
L P/4-M/3; ASSOCIATED		0	0
L P/4-M/3; INCISOR		0	0
L P/4-M/3; L P3/-P4/; L M1/-M3/		0	0
L P/4-M/3; R C/#-P/4, M/2-M/3		0	0
L P/4-M/3; R P/4, M/3		0	0
L P/4-M/3; R P/4-M/1		0	0
L P/4-P/5		0	0
L P/5		0	0
L P/5-M/1		0	0
L P/5-M/1-M/2		0	0
L P/5-M/2		0	0
L P/5-M/3		0	0
l p/x		0	0
l P1		0	0
L P1 or P2/		0	0
L P1/		0	0
L P1/ | Cast		0	0
l P1/ or P2/		0	0
L P1/-M3/		0	0
L P1/-M3/ | Cast		0	0
L P1/-M3/; R P1/-P3/; M2/-M3/; SKULL FRAG		0	0
L P1/-P2/		0	0
L P1/-P3/		0	0
L P1?		0	0
l P1+fragments		0	0
l P10		0	0
L P11		0	0
L P1-M1/		0	0
L P1-M1+LP3/		0	0
L P1-M2/,/L P1-M2		0	0
L P1-M2/,/R P1-M3		0	0
L P1-M3		0	0
L P1-M3/		0	0
L P1-M3/+/L P1-M3		0	0
l p1or2		0	0
l p2		0	0
L P2 ? FRAG/		0	0
L P2 ?/		0	0
L P2 | Cast		0	0
L P2 FRAG/		0	0
l p2 in dentary fragment		0	0
L P2 or P3		0	0
L P2 P3, R upper cheek tooth		0	0
l P2, l M2		0	0
l P2, M1		0	0
l P2, r P4, 2 x l M1, r M1		0	0
l P2/		0	0
l P2/ ?		0	0
L P2/ | Cast		0	0
L P2/ JUST ERUPTING		0	0
L P2/ P3-4/, M1-2/, P/4, /I, R P2/. P4/ AND FRAGS		0	0
L P2/, P4/-M2/		0	0
L P2/,L M1/		0	0
L P2/,R P4/,L P4/		0	0
L P2/; L P3/; P4/; L P4/; L M1/; 2 R P2/; R P3/; R P4/; R P/2; 2 R P/3; R M/2; R M/3		0	0
L P2/; P4/-M2/; I/1-P/4; M/2-M/3; R P3/-P4/; M2/; I/1-I/2; C/1; P/4; M/2-M/3; 2 UPPER INCISORS; SKELETAL ELEMENTS; ASSOCIATED		0	0
L P2/; R P2/; R P/4; PREMOLAR FRAG; R M/2; ?L DP/4 ; UNERUPTED MOLAR; 2 I/#; R C#/; L C/#; R C/#		0	0
L P2/?		0	0
L P2/+R P4/		0	0
L P2/-DP3/		0	0
L P2/-M1/		0	0
L P2/-M2/		0	0
L P2/-M2/ | Cast		0	0
L P2/-M2/; L M1/-M2/		0	0
L P2/-M3/		0	0
L P2/-M3/ | Cast		0	0
L P2/-M3/, L P/2-M/3; ASSOCIATED		0	0
L P2/-M3/, R M1/-M3/		0	0
L P2/-M3/, R P2/-M3/; L P/2-M/3, R P/2-M/3		0	0
L P2/-P3/		0	0
L P2/-P3/ IN MAXILLA FRAGMENT		0	0
L P2/-P3/-P4/		0	0
L P2/-P3/-P4/-M1/		0	0
L P2/-P4/		0	0
l p2+associated fragments		0	0
L P2+DP3+P3+M1-M2/		0	0
L P2+P4+M1-M2/		0	0
l p2-3 in dentary fragment		0	0
L P2-3/		0	0
l P2-4		0	0
L P2-4/ M1-3/ R I/ P2/ P4/ M1/		0	0
L P2-M2/		0	0
L P2-M3		0	0
L P2-M3/		0	0
L P2-M3/,/L P2-M3		0	0
L P2-M3/,R M2-M3/,/L M3-M4		0	0
L P2-M3/+R M1-M3/		0	0
L P2-M3/+R P3-M2/		0	0
L P2-P3 OR P3-P4/		0	0
L P2-P3/		0	0
L P2-P3/ ?		0	0
L P2-P4/		0	0
l P3		0	0
L P3 ?/		0	0
l P3 + l m/3		0	0
L P3 FRAG ?/		0	0
L P3 FRAG/		0	0
L P3 FRAG/,M1 FRAG/,/L M2 FRAG		0	0
l p3 in dentary fragment		0	0
l P3 in maxilla fragment		0	0
L P3 OR L P4, R P4/, L M/1, 6 FRAGS, 4 T#/, 2 T/#, 3 FRAGS		0	0
L P3 OR P4/		0	0
l P3/		0	0
L P3/ (5)		0	0
L P3/ ?		0	0
L P3/ | Cast		0	0
L P3/ IN MAXILLA FRAG		0	0
L P3/ LINGUAL PART		0	0
l p3/ or p4/		0	0
L P3/ OR P4/?		0	0
L P3/ P4/ M1/ M2/ M3/, R P2/ P3/ P4/ M1/ M2/ M3/, petrosal, fragments of palate.		0	0
L P3/ PROTOCONE FRAG		0	0
L P3/, L M#/, L M#/ FRAGS, BONE, ASSOCIATED		0	0
L P3/, L M/#, UNASSOCIATED		0	0
L P3/, L M/1 IN DENTARY		0	0
L P3/, L P4/, ASSOCIATED		0	0
L P3/, M1/, M2/, ASSOCIATED		0	0
L P3/, M1/-M2/; R P2/-P3/		0	0
L P3/, M2/-M3/, R M1/-M2/		0	0
L P3/, MX/ frags		0	0
L P3/, P4/, M1/, M3/; L P/4, M/1, M/2; R M/3 | Cast		0	0
L P3/, P4/; P1/ FRAGS; M2/; MISC MAX FRAGS		0	0
L P3/, PARTIAL P4/ IN MAXILLA FRAG		0	0
L P3/,/L P3		0	0
L P3/,L P4/,L M1/		0	0
L P3/,M/ FRAG		0	0
L P3/,R P3/		0	0
L P3/.		0	0
L P3/; L M1/-M2/ | Cast		0	0
L P3/; TOOTH SECTIONED IN LABORATORY.		0	0
L P3/?		0	0
L P3/-M1/		0	0
L P3/-M1/, L P/4		0	0
L P3/-M2/		0	0
L P3/-M2/ | Cast		0	0
L P3/-M3/		0	0
L P3/-M3/ | Cast		0	0
L p3/-m3/, R p4/-m3/		0	0
L P3/-M3/; R M1/-M3/		0	0
L P3/-M4/		0	0
L P3/-P4/		0	0
L P3/-P4/ | Cast		0	0
L P3/-P4/ FRAGS, ASSOCIATED		0	0
L P3/-P4/, L M2/, 3 FRAGS		0	0
L P3/-P4/, L M2/-M3/, R M1/-M2/, ASSOCIATED		0	0
L P3/-P4/, M/1 (SIC)		0	0
L P3/-P4/, R M/3 ASSOCIATED		0	0
L P3/-P4/, R P4/, R M/1		0	0
L P3/-P4/; R P4/ | Cast		0	0
L P3/-P4/-M1/?		0	0
L P3/-P4/-M1/-M2/		0	0
L P3/-P4/-M1/-M2/, L M/#, RM/#, INCISOR FRAGS		0	0
L P3/-P4/-M1/-M2/-M3/		0	0
L P3/-P4/-M1/-M2/-M3/ & PARTIAL SKULL (NEEDS PREPARATION); P#/; R P4/-M1/-M2/-M3/		0	0
L P3/-P4/-M1/-M2/-M3/; R M1/-M2/-M3/		0	0
L P3?/		0	0
L P3?/,M1/		0	0
l P3-4		0	0
l P3-4, M1		0	0
l p3-4, m1-3		0	0
l P3-4/, r P3, r M1/		0	0
L P3-4/,M2-3/,R M1/		0	0
L p3-m1		0	0
L P3-M1/		0	0
L P3-M2		0	0
L P3-M2/		0	0
L P3-M2/; L M/1-M/2; R P/4-M/3		0	0
L P3-M3		0	0
L P3-M3/		0	0
L P3-M3/,/L P4-M3,/R P4		0	0
L P3-M3/,R M2-M4/		0	0
L P3-M4/		0	0
l p3or4		0	0
L P3-P4		0	0
l P3-P4/		0	0
l p4		0	0
L P4 ?		0	0
L P4 ?/		0	0
L P4 frag		0	0
L P4 FRAG ?/		0	0
L P4 FRAG/		0	0
l p4 in dentary fragment		0	0
l P4 in maxilla fragment		0	0
l P4 or M1		0	0
L P4, L dentary w p3-m3		0	0
l P4, M1		0	0
l P4, M1-2		0	0
L P4/		0	0
L P4/ (11)		0	0
L P4/ (2)		0	0
L P4/ (2), R P4/		0	0
L P4/ (2583)		0	0
L P4/ (2584)		0	0
L P4/ (5)		0	0
L P4/ (6)		0	0
L P4/ (BROKEN)		0	0
L P4/ ?		0	0
L P4/ | Cast		0	0
L P4/ AND BASE OF ZYGOMATIC ARCH		0	0
L P4/ and LMx/ +frags, assoc		0	0
L P4/ ant. frag.		0	0
L P4/ BUCCAL HALF		0	0
L P4/ FRAG		0	0
L P4/ frag.		0	0
L P4/ FRAGMENTED		0	0
L P4/ IN JAW FRAG		0	0
L P4/ IN MAX FRAG		0	0
L P4/ IN MAXILLA FRAG		0	0
L P4/ M1/ M2/ M3/.		0	0
l P4/ or DP4/		0	0
L P4/ OR M1/		0	0
L P4/ or M1/.		0	0
L P4/ post. frag.		0	0
L P4/, 1 L M1/ OR M2/, 1 R M1/ OR M2/		0	0
L P4/, CURVED TUBERCULAR RIDGE WITH FIVE MARGINAL TUBERCLES		0	0
L P4/, L M#/		0	0
L P4/, L M/2		0	0
L P4/, L M/3 | Cast		0	0
L P4/, L M1/		0	0
L P4/, L M2/		0	0
L P4/, L M2/ | Cast		0	0
L P4/, M1/ OR M2/, M/1 OR M/2, 3 L M/3, 3 INCISORS		0	0
L P4/, M1/, M2/, M3/, ASSOCIATED		0	0
L P4/, M1/-M2/-M3/; ASSOCIATED		0	0
L P4/, M1/-M3/		0	0
L P4/, M2/-M3/		0	0
L P4/, R M#/		0	0
L P4/, R M/1		0	0
l P4/, r M1/		0	0
L P4/, R M1/ OR M2/, R M/1 OR M/2		0	0
L P4/, R M1/, ASSOCIATED		0	0
L P4/, R P4/, 3 R M1/, 2 L M1/		0	0
L P4/, R P4/, L M/2, R M/2, L M1/-M2/		0	0
L P4/, R P4/, L M1-M2/, R M1/, L P/4; UNASSOCIATED		0	0
L P4/, SLIGHTLY WORN		0	0
L P4/, TOO BIG		0	0
L P4/,/R P4		0	0
L P4/,CALCANEUM		0	0
L P4/,M1/,M3/		0	0
L P4/,R M FRAG/,L M/,/L M		0	0
L P4/,R P3/		0	0
L P4/,R P4/,L M/		0	0
L P4/.		0	0
L P4/; 2 CURVED ROWS OF TUBERCLES		0	0
L P4/; 5 R M1/ OR M2/; 3 L M/1 OR M/2; 1 R M/1 OR M/2; 1 L M/3; 1 R M/3		0	0
L P4/; BROKEN M/1		0	0
L P4/; L & R M1/; M2/		0	0
L P4/; L M1/ or M2/.		0	0
L P4/; MAX, L M1/-M3/; JAW MISSING; 2 BULLAE		0	0
L P4/; R P4/; 4 L P/4; 4 R P/4; R P/4-M/1; 45 MOLARS		0	0
L P4/?		0	0
L P4/-M1/		0	0
L P4/-M1/ | Cast		0	0
L P4/-M1/, assoc		0	0
L P4/-M1/, R P4/-M1/		0	0
L P4/-M1/-M2/		0	0
L P4/-M1/-M2/, L M/1-M/2, R M/3, R P/4		0	0
L P4/-M1/-M2/-M3/		0	0
L P4/-M1/-M2/-M3/ IN MAX FRAG		0	0
L P4/-M1/-M2/-M3/, L P/4-M/1-M/2-M/3		0	0
L P4/-M1/-M2/-M3/, R P4/		0	0
L P4/-M1/-M2/-M3/; R M1/ BROKEN; M2/-M3/; ASSOCIATED		0	0
L P4/-M2/		0	0
L P4/-M2/ | Cast		0	0
L P4/-M2/, L M/1-M/2		0	0
L P4/-M2/, L M/2, R M/3		0	0
L P4/-M2/, R M1/		0	0
L P4/-M2/, R P4/-M2/, R P/4		0	0
L P4/-M3/		0	0
L P4/-M3/ (V6089; TYPE); L P4/-M3/; R P3-M3/ (V6090); & R P3/-M3/ (V6091) | Cast		0	0
L P4/-M3/ | Cast		0	0
L P4/-M3/ COMPOSITE		0	0
L P4/-M3/, ASSOCIATED		0	0
L P4/-M3/, MAX | Cast		0	0
L P4/-M3/, R I/#-M/3, L I/#-M/3 | Cast		0	0
L P4/-M3/, R M/2		0	0
L P4/-M3/, R M/2 & P/4		0	0
L P4/-M3/, R M/2-M/3		0	0
L P4/-M3/, R M1/-M2/		0	0
L P4/-M3/, R M1/-M3/		0	0
L P4/-M3/, R M1/-M3/, ASSOCIATED | Cast		0	0
L P4/-M3/, R M2/		0	0
L P4/-M3/, R P2/-M2/, ASSOCIATED		0	0
L P4/-M3/, R P4/-M3/		0	0
L P4/-M3/; ASSOCIATED		0	0
L P4?/		0	0
l P4+other tooth fragments		0	0
l p4-m1		0	0
L P4-M1/		0	0
L P4-M1/,L M3?/		0	0
L P4-M1/+M2 FRAG/		0	0
L p4-m2		0	0
L P4-M2/		0	0
L P4-M2/,R P3-M3		0	0
l p4-m3		0	0
L P4-M3/		0	0
L P4-M3/,/L P2-P3		0	0
L P4-M3/,R P4-M2/,MAXILLA FRAGS		0	0
L P4-M3/+R P4,R M2-M3/		0	0
L P4-M4/		0	0
L P5		0	0
L P5/		0	0
L P5/-M2/		0	0
L P5/-M3/		0	0
L P6		0	0
l P7		0	0
L P7 frag		0	0
l P9		0	0
L PALATAL REGION | Cast		0	0
L PALATE		0	0
L PALATE FRAG, M1/ & M3/; L JAW FRAG, M/1-M/2; L FRONTAL; 13 ISOLATED MOLARS; 2 INCISOR FRAGS; 3 PHALANGES		0	0
L PALATE FRAG,R MAXILLA		0	0
L PALATE W I1-M4		0	0
L PALATE W M1-M4		0	0
L PALATE, ANOMALOUS		0	0
L PALATE, LARGE		0	0
L PALATE+P4-M3/		0	0
L PALATINE		0	0
L PALATINE PLATE		0	0
L PALATOQUADRATE		0	0
L PALATOQUADRATE, A+B		0	0
L PARAMEDIAL OSTEODERM		0	0
L parietal		0	0
L PARIETAL & SUPRATEMPORAL (DORSAL), NC		0	0
L PARIETAL ? FRAG		0	0
L PARIETAL, A+B		0	0
L PARIETAL, DORSAL, NC		0	0
L PARIETAL, NC		0	0
L parietal.		0	0
L PARIETAL+L FRONTAL		0	0
L PAROCCIPITAL		0	0
L PAROCCIPITAL,PROOTIC		0	0
L PAROCCIPITAL+PROOTIC		0	0
l part m1, m2		0	0
l partial dentary w partial premolars, m3		0	0
L PARTIAL ENDENTULOUS JAW		0	0
L PARTIAL HUMERI		0	0
L partial humerus		0	0
L partial maxilla with M1-2		0	0
L partial peripheral 3		0	0
L patella.		0	0
L PATROSAL		0	0
l pectoral fin spine		0	0
L pectoral girdle		0	0
L PELVIC FRAG		0	0
L PELVIS		0	0
L periotic		0	0
L PERIOTIC FRAG		0	0
L PERIPERAL 1		0	0
L peripheral 1		0	0
L PERIPHERAL 1 FRAG		0	0
L PERIPHERAL 1,NUCHAL FRAG		0	0
L PERIPHERAL 1+2		0	0
L peripheral 10		0	0
L peripheral 11		0	0
L peripheral 11.		0	0
L peripheral 1-2		0	0
L peripheral 2		0	0
L PERIPHERAL 2 FRAG		0	0
L peripheral 2-3		0	0
L peripheral 2-3, dist costal 1		0	0
L PERIPHERAL 2-3,R PERIPHERAL 1-2		0	0
L peripheral 3		0	0
L PERIPHERAL 3 FRAG		0	0
L PERIPHERAL 3?		0	0
L PERIPHERAL 4		0	0
L PERIPHERAL 4 FRAG		0	0
L peripheral 4 or 6		0	0
L peripheral 5		0	0
L PERIPHERAL 5 FRAG		0	0
L PERIPHERAL 6		0	0
L PERIPHERAL 6 & 7		0	0
L PERIPHERAL 6 FRAG		0	0
L peripheral 7		0	0
L PERIPHERAL 7 FRAG		0	0
L PERIPHERAL 7+8		0	0
L PERIPHERAL 7-8		0	0
L peripheral 8		0	0
L PERIPHERAL 8 FRAG		0	0
L peripheral 8 or 9		0	0
L peripheral 8,9 or 10		0	0
L peripheral 8?		0	0
L PERIPHERAL 9		0	0
L PERIPHERAL 9 FRAG		0	0
L peripheral 9 or 10		0	0
L PERIPHERAL 9+10		0	0
L PERIPHERAL FRAG 5		0	0
L PERIPHERAL I FRAG		0	0
L PERIPHERAL, CF. 9.		0	0
L PERIPHERALS 8 AND 9.		0	0
L PERIPHERALS 8+9		0	0
L PERIPHERALS 9 AND 10.		0	0
L PES		0	0
L PES DIGIT 1		0	0
L PES DIGIT 3 PHALANX 1		0	0
L PES FRAG		0	0
L PES PHALANX 1		0	0
L pes track		0	0
L PES,DIGIT 1		0	0
L PETROSAL		0	0
L petrosal and bulla.		0	0
L PETROSAL BONE		0	0
L PETROSAL FRAG.		0	0
L PH I, digit II.		0	0
L PH III, DIGIT III OR IV.		0	0
L PHALANX 1		0	0
L PHALANX 1 ?		0	0
L PHALANX 1 DIGIT 2		0	0
L PHALANX 1 DIGIT 3		0	0
L PHALANX 1 DIGIT 4		0	0
L PHALANX 1 OF DIGIT 3		0	0
L PHALANX 1 OF DIGIT 4		0	0
L PHALANX 1,DIGIT 2		0	0
L PHALANX 1,DIGIT 4		0	0
L PHALANX 2		0	0
L PHALANX 2 DIGIT 1		0	0
L PHALANX 2 DIGIT 2		0	0
L PHALANX 2 DIGIT 3		0	0
L PHALANX 2 DIGIT 4		0	0
L PHALANX 2 OF DIGIT 3,PHALANX		0	0
L PHALANX 2 OF DIGIT 4		0	0
L PHALANX 2,DIGIT 3		0	0
L PHALANX 2,DIGIT 4		0	0
L PHALANX 2-1 OF PES		0	0
L PHALANX 3 DIGIT 1		0	0
L PHALANX 3 DIGIT 2		0	0
L PHALANX 3 DIGIT 3		0	0
L PHALANX 3 DIGIT 4		0	0
L PHALANX 4 DIGIT 3		0	0
L PHALANX 4 DIGIT 4		0	0
L PHALANX 5 DIGIT 4		0	0
L PHALANX 7		0	0
l phalanx I		0	0
L phalanx I, digit 2 of wing.		0	0
L PHALANX I, DIGIT III OR IV, IMM.		0	0
L PHALANX I, IMM.		0	0
L phalanx I.		0	0
L PHALANX II, NEAR AD.		0	0
L PHALANX III, NEAR AD.		0	0
L phalanx III.		0	0
L PHARYNGEAL		0	0
L pisciform.		0	0
L PISIFORM		0	0
L pisiform.		0	0
L PLASTRON		0	0
L POST DENTARY		0	0
L POST DENTARY W M1 FRAG		0	0
L POST ORBITAL		0	0
L post peripheral		0	0
L POST PLASTRON+BRIDGE FRAG		0	0
L POST SKULL ROOF		0	0
L POST VENTROLATERAL		0	0
L POST VENTROLATERAL PLATE		0	0
L post-dentary mandible.		0	0
L POSTERIOR CANNON BONE WITH 1ST PHALANGES & SESAMOIDS		0	0
L POSTERIOR CERVICAL VERTEBRA, NO EPIPHYSES.  IMM.		0	0
L POSTERIOR DORSOLATERAL PLATE		0	0
L POSTERIOR DORSOLATERAL PLATE FRAG		0	0
L POSTERIOR JAW ELEMENT, 7 TRUNK VERTEBRAE		0	0
L POSTERIOR LATERAL PLATE		0	0
L POSTERIOR LATERAL PLATE FRAG		0	0
L posterior mandible complex.		0	0
L POSTERIOR VENTROLATERAL PLATE		0	0
L POSTERIOR VENTROLATERAL PLATE FRAG		0	0
L POSTERIOR VENTROLATERAL PLATE+L MIXILATERAL PLATE+POSTERIOR MEDIAN DORSAL PLATE FRAG		0	0
L POSTERIOR ZYGAPOPHYSEAL AREA.		0	0
L POSTEROLATERAL ANGLE OF HEAD SHIELD		0	0
L postfrontal		0	0
L POSTORBITAL		0	0
L postorbital bar.		0	0
L postorbital frag		0	0
L POSTORBITAL,L POSTFRONTAL,L FRONTAL		0	0
L POST-TEMPORAL FRAG		0	0
L PREARTICULAR		0	0
L PRECORACOID		0	0
L PRE-CORACOID		0	0
l predentary		0	0
L PREFRONTAL		0	0
L PREMAX		0	0
L PREMAX & MAX		0	0
L 'PREMAX' | Cast		0	0
L premax frag		0	0
L premax frag+		0	0
L PREMAX, I2/		0	0
L PREMAX, INCOMPLETE, IN COUNTERPART		0	0
L PREMAX; MAX; NASAL & ECTOPTERYGOID; ASSOCIATED; OBSCURE JAW; A+B		0	0
L PREMAX; PARTIAL L DENTARY IN 3 PIECES; COMPLETE R RADIUS; L FIBULA; 3 SMALL BONE FRAGS; ALL ASSOCIATED		0	0
L PREMAX; R PREMAX		0	0
l premaxilla		0	0
L premaxilla and maxilla C1/ P3/ P4/.		0	0
L premaxilla and maxilla P4/ M3/.		0	0
L PREMAXILLA AND MAXILLA WITH I/-3U/, ANT M1/		0	0
L premaxilla and maxilla.		0	0
L premaxilla and maxilla. L P4/ (part) M1/ M/3.		0	0
L PREMAXILLA FRAG		0	0
L PREMAXILLA FRAG W I1		0	0
l premaxilla fragment (edentulous		0	0
L premaxilla I1/.		0	0
l premaxilla w c root + tooth frags		0	0
L premaxilla w I or C		0	0
L PREMAXILLA W I1		0	0
L PREMAXILLA W I1+I3		0	0
L PREMAXILLA W I1-I3		0	0
L PREMAXILLA W I3,C1/		0	0
L PREMAXILLA W P3-M4		0	0
L PREMAXILLA W TOOTH		0	0
L premaxilla with unerupted incisor.		0	0
L PREMAXILLA, ?I1/-?I2/		0	0
L premaxilla, anterior L maxilla. I3/ C1/.		0	0
L PREMAXILLA, I1/		0	0
L premaxilla, L maxilla, zygomatic. DI3/ DP4/ fragments M1/.		0	0
L premaxilla, L maxilla. P4/ M1/.		0	0
L premaxilla, maxilla; I3/ P4/ M1.		0	0
L premaxilla, maxilla; P4/ broken at alveolar line.		0	0
L PREMAXILLA,MAXILLA		0	0
L PREMAXILLA,MAXILLA W I3-P4		0	0
L premaxilla.		0	0
L PREMAXILLA+MAXILLA W I3-C1+P2-M2,L DENTARY FRAG W P4-M2		0	0
l premaxilla+maxilla w incisor, P2, P4, M1-2		0	0
L PREMAXILLA+MAXILLA W P3-M2		0	0
l premaxilla+maxilla w two premolars, dentary frag		0	0
L PREMAXILLARY.		0	0
L premolar		0	0
L PREOPERCLE FRAG		0	0
L PREOPERCULAR,VERTEBRAE		0	0
L PROCESS AND BODY OF SACRAL VERTEBRA.  SUBAD.		0	0
L PROCESSUS BRACHIALIS		0	0
L PROOTIC		0	0
l prootic, r+l max, l prefrontal, scapula, caudal vert, vert		0	0
L PROOTIC,PAROCCIPITAL		0	0
L prov. ulna		0	0
L PROX CARPOMETACARPUS		0	0
L PROX CORACOID		0	0
L PROX DENTARY		0	0
L prox femur		0	0
L PROX FEMUR,BONE FRAG		0	0
l prox humerus		0	0
L PROX HUMERUS, R MEDIAL EPICONDYLE, ASSOCIATED		0	0
L PROX METACARPAL 2-3		0	0
L PROX METATARSAL 2		0	0
L PROX METATARSAL 2 ?		0	0
L PROX METATARSAL 4		0	0
L PROX METATARSAL 5 ?		0	0
L PROX PES,L DIST TIBIA		0	0
L PROX PHALANGES 1-3		0	0
L PROX PHALANX 1		0	0
L PROX PHALANX 4		0	0
L PROX PHALANX 5		0	0
L PROX PHALANX,DIGIT 4 OF MANUS ?		0	0
L PROX PHALANX+UNGUAL,DIGIT 4 OF PES		0	0
L PROX RADIUS		0	0
L PROX RADIUS FRAG		0	0
L PROX SCAPULA		0	0
