verbatimLifeStage	standardLifeStage	standard	checked
2 slight and 1 fresh (infertile?		0	0
2 slight trace of blood, 1 trace		0	0
2 slight, 1 addled		0	0
2 slight, 1 addled, all of cowbi		0	0
2 slight, 1 advanced		0	0
2 Slight, 1 Embryo Forming		0	0
2 slight, 1 fresh		0	0
2 slight, 1 fresh (infertile?)		0	0
2 slight, 2 1/2		0	0
2 slight, 2 about 3/5		0	0
2 slight, 2 addled		0	0
2 slight, 2 fresh		0	0
2 slight, 3 fresh		0	0
2 slight/unfertile		0	0
2 slight; 1 advanced		0	0
2 slight; 1 fresh; lodged over r		0	0
2 slight; 1 half		0	0
2 slight; 3 at two-thirds		0	0
2 sm. Embryos, 1 sl. Bloody		0	0
2 small & 1 medium embryo		0	0
2 Small Embryo		0	0
2 small embryo, 1 sterile		0	0
2 Small Embryos		0	0
2 small embryos , 1 infertile		0	0
2 small embryos, 1 embryo		0	0
2 small embryos, 1 infertile		0	0
2 small embryos, 1 large embryo		0	0
2 small embryos, 1 medium embryo		0	0
2 small embryos, 1 slight		0	0
2 small embryos, 2 large embryos		0	0
2 small embryos, 2 with blood, 2		0	0
2 small embryos, 3 large embryos		0	0
2 small embryos, 3 large embryos, 2 infertile.		0	0
2 small embryos, 4 large embryos		0	0
2 small embryos; 1 fresh		0	0
2 small embryos; 1 showing blood		0	0
2 small, 2 large embryos		0	0
2 started & 3 fresh		0	0
2 started, 1 about 1/3		0	0
2 started, 1 addled		0	0
2 started, 1 fresh		0	0
2 started, 2 addled		0	0
2 started, 3 fresh		0	0
2 started, one 1/3 incubated		0	0
2 started; 1small infertile		0	0
2 started; 2 fresh; 2 about 1/3		0	0
2 tadpoles		0	0
2 three-fourths inc.; 3 addled		0	0
2 to 3 days		0	0
2 to 4 days		0	0
2 to 5 days		0	0
2 to 6 days		0	0
2 towhee fresh, 1 almost hatched		0	0
2 tr		0	0
2 trace		0	0
2 trace of blood, 1 fresh		0	0
2 trace of blood, 1 slight trace		0	0
2 trace, 1 fresh		0	0
2 trace, 2 fresh		0	0
2 trace; 1 advanced		0	0
2 v. small embryos, 1 infertile		0	0
2 very advanced 2 clear		0	0
2 very heavy, 1 light, 1 broken		0	0
2 very large embryo; 2 large emb		0	0
2 very large embryo; 2 large embryo; 1 infertile		0	0
2 very slight; 1 bones; 3 advanc		0	0
2 very slight; 1 bones; 3 advanced		0	0
2 Very Sm. Embryos, 2 Small Embr		0	0
2 Very Sm. Embryos, 2 Small Embryos		0	0
2 very small embryo, 1 good trac		0	0
2 very small embryos, 1 fresh		0	0
2 very small embryos, 2 infertil		0	0
2 very small embryos, 2 infertile		0	0
2 very small embryos, 2 trace of		0	0
2 very well advanced, 2 fresher		0	0
2 weeks		0	0
2 WEEKS AND ABOUT 4 days old		0	0
2 weeks and large dead embryo in		0	0
2 weeks old		0	0
2 weeks, 1 addled		0	0
2 weeks-chick		0	0
2 well begun, 1 infertile		0	0
2 well begun, 1 runt infertile		0	0
2 well formed embryos, 4 fresh		0	0
2 well incubated		0	0
2 well started; 1 infertile		0	0
2 well started-2 infertile		0	0
2 well-grown chicks		0	0
2 whole eggs, no chicks		0	0
2 with embryos, 3 with blood, 1 		0	0
2 with embryos, 3 with blood, 1 fresh		0	0
2 with small embryo, 1 no develo		0	0
2 wk. nestling		0	0
2 y		0	0
2 years		0	0
2 YEARS OLD		0	0
2 young		0	0
2 young - 1 egg		0	0
2 young + 1 egg		0	0
2 young + 1 egg in nest		0	0
2 young 3 weeks + 1 egg		0	0
2 young birds w/feathers		0	0
2 young cardinals about 2 days o		0	0
2 Young Fledged		0	0
2 young fledged but disappeared		0	0
2 young fledged.		0	0
2 young hatched & fledged		0	0
2 young in nest		0	0
2 young of host in nest		0	0
2 young, 1 wk 3.5 weeks.		0	0
2 young, 3.5 weeks old + 1 egg		0	0
2 young, 6.5 wks old in nest		0	0
2 Young: 1 week old on the 4th. 		0	0
2 Young: 1 week old on the 4th.  Left nest on the 		0	0
2 young; 1 rotten, small embryo		0	0
2 yr		0	0
2 yr old		0	0
2 yr.		0	0
2 yr. & 3 yr.		0	0
2 yr?		0	0
2 yr+		0	0
2 yrs		0	0
2 yrs +/- 6 mos.		0	0
2 yrs.		0	0
2.0g fresh		0	0
2.5		0	0
2.5 - 3 yrs		0	0
2.5 years		0	0
2.5 years old	2.5 years old	0	1
2.5 YEARS OLD AT DEATH, HATCHED 		0	0
2.5 yrs		0	0
2.5-3.5 yrs		0	0
2.6 g fresh, 2.55g fresh		0	0
2.75 years		0	0
2/10		0	0
2/10-3/17, 2 young hatched & fle		0	0
2/10-3/17, 2 young hatched & fledged		0	0
2/2 half		0	0
2/20-3/23. Site failed before ha		0	0
2/20-3/23. Site failed before hatching		0	0
2/26-4/1, 2 young hatched		0	0
2/3		0	0
2/3 - eggs found in all stages		0	0
2/3 - pipped		0	0
2/3 : feathering		0	0
2/3 adv.		0	0
2/3 advanced		0	0
2/3 aged		0	0
2/3 At Least		0	0
2/3 complete		0	0
2/3 days		0	0
2/3 feathers		0	0
2/3- formed embryo, 3/3 large em		0	0
2/3- formed embryo, 3/3 large embryo		0	0
2/3 grown embryo; extremely addl		0	0
2/3 grown embryo; extremely addled		0	0
2/3 grown embryos		0	0
2/3 hatched		0	0
2/3 inc.		0	0
2/3 incubated		0	0
2/3 or more		0	0
2/3 Or Over		0	0
2/3 or so		0	0
2/3 set		0	0
2/3 to 3/4		0	0
2/3 to 34		0	0
2/3, 1 infertile		0	0
2/3, 1/2 in runt egg		0	0
2/3-3/8, 2 young hatched & fledg		0	0
2/3-3/8, 2 young hatched & fledged		0	0
2/3rds		0	0
2/3s of		0	0
2/4		0	0
2/4 last incubation		0	0
2/5		0	0
2/5 about		0	0
2/5 or more		0	0
2/5 or ore		0	0
2/7		0	0
2: embryos visible, 3: large sof		0	0
2: embryos visible, 3: large soft embryos		0	0
2: large embryos, 1: infertile		0	0
2: small embryos, 1: infertile		0	0
2: small embryos; 1: infertile		0	0
2+		0	0
2+ Weeks		0	0
20		0	0
20 & 25 days		0	0
2-0 2-begun		0	0
20 ADULT; 11 JUVENILE		0	0
20 ADULT; 2 JUVENILE		0	0
20 day juv.		0	0
20 Days		0	0
20 days covered		0	0
20 days of incubation		0	0
20 days post laying		0	0
20 months		0	0
20%		0	0
20% formed		0	0
20% incubated		0	0
20% set		0	0
20+ Days, Abandoned		0	0
202-204 Hatched, See Remarks		0	0
2036-37 moderate		0	0
2046 moderate		0	0
20K		0	0
20Y		0	0
2½ yr. ? Ad.		0	0
21		0	0
21 ADULT; 3 JUVENILE		0	0
21 days	21 days	0	1
21 days of incubation		0	0
21.5 days of incubation		0	0
2-1/2 2-infertile		0	0
2-1/3, 1-1/2		0	0
2-10 days		0	0
2119-20 advanced-feathered; head		0	0
2119-20 advanced-feathered; head white light feet		0	0
2140 moderate; 2141 no developme		0	0
2140 moderate; 2141 no development; smelly		0	0
2-15 days		0	0
2152-53 advanced-feathered-white		0	0
2159-61 advanced-feathered-white		0	0
2162 advanced; 2164 advanced-fea		0	0
2162 advanced; 2164 advanced-feathered		0	0
2167-68 advanced-feathered		0	0
2170 moderate; 2171 advanced; 21		0	0
2170 moderate; 2171 advanced; 2172 moderate; live?		0	0
2175-76 advanced-feathered-white		0	0
2179-80 fresh		0	0
2181 advanced; 2183-84 advanced-		0	0
2181 advanced; 2183-84 advanced-feathered-white cr		0	0
2185 advanced; 2187-88 advanced-		0	0
2185 advanced; 2187-88 advanced-feathered 2189 adv		0	0
2192-93 slight		0	0
2196-97 moderate		0	0
22		0	0
22 +/- days		0	0
22 ADULT; 15 JUVENILE		0	0
22 ADULT; 19 JUVENILE		0	0
22 days		0	0
22 days of incubation		0	0
22 days old		0	0
22 days; Downy chick		0	0
2200-01 moderate		0	0
2202 advanced; 2204 advanced-fea		0	0
2202 advanced; 2204 advanced-feathered; 2205 advan		0	0
2222 slight		0	0
2226-27 fresh		0	0
2230-31 advanced		0	0
2237 fresh; 2238 very slight		0	0
2241-42 slight		0	0
2244-45 slight		0	0
2247 moderate; 2249 runt		0	0
2-25% - 1 addled		0	0
2252 moderate		0	0
2255 advanced		0	0
23		0	0
2-3		0	0
2-3 [days]		0	0
2-3 adv		0	0
2-3 day		0	0
23 days		0	0
2-3 Days		0	0
23 days of incubation		0	0
23 months		0	0
23 mos.		0	0
2-3 week incubation ; abandoned		0	0
2-3 weeks		0	0
2-3 weeks incubation ; abandoned		0	0
2-3 weeks incubation; abandoned		0	0
2-3 weeks incubation; Abandoned.		0	0
2-3 weeks; abandoned		0	0
2-3 weels incubation ; abandoned		0	0
2-3 years		0	0
2-3 young fledged		0	0
2-3 yr		0	0
2-3 yrs		0	0
23.5 days of incubation		0	0
2363 fresh		0	0
2364 addled? 2366-67 advanced-fe		0	0
2364 addled? 2366-67 advanced-feathered-white-no g		0	0
2387-89 advanced-feathered-not g		0	0
2387-89 advanced-feathered-not grayish		0	0
2396-2397 advanced-feathered		0	0
2-3K		0	0
24		0	0
2-4 days		0	0
24 days of incubation		0	0
24 days old		0	0
24 hours		0	0
24 hours - fresh		0	0
24 hrs		0	0
24 hrs.		0	0
24 months		0	0
2-4 wks		0	0
24.7 g		0	0
2405 slight		0	0
2408 moderate		0	0
2415 slight; 2416 moderate		0	0
2418 advanced; 2419 moderate; 24		0	0
2418 advanced; 2419 moderate; 2420 advanced		0	0
2420 moderate; 2411 no dev. Smel		0	0
2420 moderate; 2411 no dev. Smelly; 2412 advanced-		0	0
2423 advanced-feathered; 2425 no		0	0
2423 advanced-feathered; 2425 no dev., smelly		0	0
2430 moderate; 2432 advanced-fea		0	0
2430 moderate; 2432 advanced-feathered, no gray		0	0
2436-slight		0	0
2440-41 moderate		0	0
2444 fresh; 2445-46 slight		0	0
2449-50 advanced		0	0
2458 slight		0	0
2467 advanced; 2468 moderate		0	0
2471 advanced		0	0
2472 advanced		0	0
25 days		0	0
2-5 days		0	0
25 days of incubation		0	0
25 days old	25 days old	0	1
25 yr. old		0	0
25%		0	0
25% incubated		0	0
250		0	0
2503 moderate		0	0
2506 moderate		0	0
2553 advanced-feathered		0	0
2559 advanced-feathered		0	0
2588 advanced-feathered		0	0
2591 fresh		0	0
2594 moderate		0	0
2597 moderate		0	0
26		0	0
26 ADULT; 9 JUVENILE		0	0
26 days		0	0
2-6 days		0	0
26 days of incubation		0	0
26 gr. (fresh)		0	0
26 YEARS OLD AT DEATH		0	0
2600 advanced-feathered		0	0
2609 advanced-feathered		0	0
2612 slight-dead		0	0
2615-2616 moderate		0	0
2619 moderate		0	0
2622 advanced feathered (slightl		0	0
2622 advanced feathered (slightly); not dark		0	0
2625 slight-moderate		0	0
2628 moderate		0	0
2629 and 2631 moderate		0	0
2634-35 moderate with light feat		0	0
2634-35 moderate with light feather traces		0	0
2638-39 advanced-feathered		0	0
2642 fresh		0	0
2645 advanced-slightly feathered		0	0
2645 advanced-slightly feathered; 2646 moderate		0	0
2649-50 moderate		0	0
2653 moderate		0	0
2656 moderate		0	0
2659 moderate		0	0
2662 moderate		0	0
2664 infertile-no development.  		0	0
2664 infertile-no development.  2665 moderate.		0	0
2668 moderate.		0	0
2671 moderate.		0	0
2674 moderate.		0	0
2677 moderate.		0	0
2682 slight		0	0
2685 advanced-feathered		0	0
2690 advanced-feathered; 2691 mo		0	0
2690 advanced-feathered; 2691 moderate-advanced		0	0
2694 moderate		0	0
2697 fresh		0	0
27		0	0
27 ADULT; 19 JUVENILE		0	0
27 days		0	0
27 days of incubation		0	0
27 EMBRYO, 2 EGG CASE		0	0
27 JUVENILES, 1 ADULT		0	0
27 larvae		0	0
27 years		0	0
27 yr  3 mo		0	0
2700 moderate		0	0
2703 advanced-feathered		0	0
2-7day		0	0
28		0	0
28 days		0	0
28 days of incubation		0	0
28 days old		0	0
28 days old.		0	0
28 months; Immature		0	0
28 years		0	0
2848 slight		0	0
2853 slight-moderate		0	0
2856 slight		0	0
2858 fresh; 2859 slight; 2860 ve		0	0
2858 fresh; 2859 slight; 2860 very slight.		0	0
2870 fresh; 2871 slight		0	0
29		0	0
29 & 30 infertile 31 large embry		0	0
29 & 30 infertile 31 large embryo		0	0
29 ADULT; 51 JUVENILE		0	0
29 days		0	0
29 days of incubation		0	0
29 days; Downy chick		0	0
29 tadpoles		0	0
2922 fresh		0	0
29K		0	0
2-advanced, 1-infertile		0	0
2äggk.		0	0
2d yr?		0	0
2-day juv.		0	0
2days		0	0
2-embryo visible, 3-embryos larg		0	0
2-embryos visible, 2-embryos lar		0	0
2-embryos visible, 2-pronounced 		0	0
2-embryos visible, 3-embryos lar		0	0
2-embryos visible, 5-embryos lar		0	0
2F		0	0
2-faint trace of blood, 1-pronou		0	0
2-faint trace of blood, 2-pronou		0	0
2-fairly well incubated; 2-fresh		0	0
2j		0	0
2K		0	0
2K?		0	0
2K+		0	0
2-large embryos, 2-infertile		0	0
2MK		0	0
2nd clutch frag. Broke in nest		0	0
2ND WINTER? BURSA 28 X 6 MM, THI		0	0
2nd y		0	0
2nd year		0	0
2nd year bird by plumage		0	0
2nd year immature		0	0
2nd Year Male	second year	0	1
2nd yr		0	0
2nd yr.		0	0
2P		0	0
2-pronounced trace of blood, 1-e		0	0
2-pronounced trace of blood, 1-f		0	0
2-Showing blood; 1 Large embryo		0	0
2-Showing Blood; 1-Fresh		0	0
2-small embryos; 1- large embryo		0	0
2-strictly fresh, 1-faint trace 		0	0
2-strictly fresh, 2-faint trace 		0	0
2-strictly fresh, 3-faint trace 		0	0
2Y		0	0
3		0	0
-3		0	0
3 - 2/3, 2 addled		0	0
3 - 9/10; 1 - 1/4; 1 fresh		0	0
3 & 4 days		0	0
3 & 5 DAYS RESPECTIVELY		0	0
3 (=HY)		0	0
3 (1st calendar year)		0	0
3 (Juv)		0	0
3 18 day old young banded		0	0
3 about 1/3, 2 about 2/3		0	0
3 about 1/3. 4 about 1/4		0	0
3 about half; 1 almost complete		0	0
3 addled eggs left in nest; 9 ha		0	0
3 addled eggs. No copulation obs		0	0
3 addled eggs. No copulation observed		0	0
3 addled, 1 died small embryo, e		0	0
3 addled, 1 died small embryo, estimated 7 days		0	0
3 addled, 1 hatched in lab		0	0
3 addled, 1 heavy		0	0
3 addled, 2 begun		0	0
3 addled, 2 one week		0	0
3 addled, 2 well-begun		0	0
3 ADULT		0	0
3 adult and sub-adult		0	0
3 adult, 1 medium		0	0
3 adult, 6 medium		0	0
3 ADULT; 1 JUVENILE		0	0
3 ADULT; 1 LARVAE		0	0
3 ADULT; 11 JUVENILE		0	0
3 ADULT; 117 JUVENILE		0	0
3 ADULT; 15 JUVENILE		0	0
3 ADULT; 16 JUVENILE		0	0
3 ADULT; 2 JUVENILE		0	0
3 ADULT; 24 JUVENILE		0	0
3 ADULT; 7 JUVENILE		0	0
3 adults		0	0
3 adults, 2 juveniles		0	0
3 adults, 6 juveniles		0	0
3 ADULTS, 8 LARVAE		0	0
3 adults, female w/young		0	0
3 adults, plus eggs		0	0
3 advanced, 1 addled		0	0
3 advanced, 1 fresh		0	0
3 advanced, 1 infertile		0	0
3 advanced, 6 rotten		0	0
3 advanced. One infertile egg.		0	0
3 badly incubated, 2 infertile		0	0
3 begun		0	0
3 begun, 2 fresh		0	0
3 begun, 5 advanced		0	0
3 begun, right fresh no yolk		0	0
3 broken		0	0
3 broken, 1 commenced		0	0
3 broken; 1 fresh		0	0
3 chicks @ 4.5 - 5.5 + 1 egg		0	0
3 chicks + 1 egg		0	0
3 chicks fledged		0	0
3 chicks left on nest. Egg hatch		0	0
3 chicks left on nest. Egg hatched while blowing (		0	0
3 clutch		0	0
3 contained small embryo, 1 addl		0	0
3 da		0	0
3 day		0	0
3 Days		0	0
3 days - bloody		0	0
3 days - started		0	0
3 days (1 unfertile)		0	0
3 days (very slight)		0	0
3 days advanced		0	0
3 days after complete set		0	0
3 days after set complete		0	0
3 days exactly		0	0
3 days in 2 Towhees + several of		0	0
3 Days Incubated		0	0
3 days incubated'		0	0
3 days incubated- nest held 2 eg		0	0
3 days incubated- nest held 2 eggs on the 10th		0	0
3 days old		0	0
3 days on 3rd egg		0	0
3 days on last egg		0	0
3 days on last egg.		0	0
3 days slight blood		0	0
3 days, 1 fresh		0	0
3 days.		0	0
3 days; a little blood		0	0
3 days; fresh when blown		0	0
3 eggs - fresh		0	0
3 eggs + 1 2.5 week old chick. 2		0	0
3 eggs + 1 2.5 week old chick. 2 eggs broken.		0	0
3 eggs + shells from hatched egg		0	0
3 eggs + shells from hatched egg - failed.		0	0
3 eggs about 1/2, 3 eggs inferti		0	0
3 eggs about 1/2, 3 eggs infertile		0	0
3 eggs advanced		0	0
3 eggs almost hatching - 1 egg y		0	0
3 eggs almost hatching - 1 egg yg. Formed and deco		0	0
3 eggs and two chicks. I fresh e		0	0
3 eggs and two chicks. I fresh egg taken		0	0
3 eggs- failed		0	0
3 eggs fresh, 1 begun		0	0
3 eggs Fresh, 1 egg Trace of blo		0	0
3 eggs Fresh, 1 egg Trace of blood		0	0
3 eggs fresh/ 2 eggs about a wee		0	0
3 eggs fresh/ 2 eggs about a week		0	0
3 eggs fresh; 1 6-8 days		0	0
3 eggs fresh; 1 egg slightly set		0	0
3 eggs from 3 nests, all abnorma		0	0
3 eggs from 3 nests, all abnormal		0	0
3 eggs from a failed clutch of 4		0	0
3 eggs from a failed clutch of 4 in a nest box. 2 		0	0
3 eggs in near April 22nd		0	0
3 eggs in nest on June 15th		0	0
3 eggs incubated		0	0
3 eggs incubated (young formed)		0	0
3 eggs incubated, 1 egg fresh		0	0
3 eggs incubated, 1 with large e		0	0
3 eggs large chicks, all started		0	0
3 eggs of Chipping Sparrow fresh		0	0
3 eggs on june 14		0	0
3 eggs one-half incubated, 1 ste		0	0
3 eggs ready to hatch		0	0
3 eggs slightly incubated, 1 fre		0	0
3 eggs slightly veined		0	0
3 eggs the chicks was started to		0	0
3 eggs the chicks was started to hatch, the 4th eg		0	0
3 eggs, 1 chick 5 weeks old.		0	0
3 eggs, no chicks (only 2 eggs a		0	0
3 eggs, no chicks (only 2 eggs arrived at WFVZ, 1 		0	0
3 eggshell fragments		0	0
3 embryos visable; 1 large soft 		0	0
3 failed eggs (1/3 contained a f		0	0
3 failed eggs (1/3 contained a feathered embryo)		0	0
3 failed eggs- dried & hollow.  		0	0
3 failed eggs- dried & hollow.  Female still incub		0	0
3 failed eggs from a 22 year old		0	0
3 failed eggs from a 22 year old female		0	0
3 failed eggs- possiblt due to t		0	0
3 failed eggs- possiblt due to trapping Female 2 m		0	0
3 far advanced, 1 fresh		0	0
3 far advanced, 1 too far hatche		0	0
3 fr.  others begun		0	0
3 Fresh		0	0
3 Fresh ; 1 Advanced		0	0
3 fresh 2 advanced		0	0
3 Fresh 2 inc well begun		0	0
3 fresh 2 well begun		0	0
3 fresh 3 incubated		0	0
3 Fresh And One Begun		0	0
3 fresh one showing blood		0	0
3 fresh to a few incubated some 		0	0
3 fresh to a few incubated some days		0	0
3 fresh, 1 5% incubated		0	0
3 fresh, 1 about 2/3 advanced		0	0
3 fresh, 1 addled		0	0
3 fresh, 1 addled (left over fro		0	0
3 fresh, 1 addled (left over from previous clutch 		0	0
3 fresh, 1 begun		0	0
3 fresh, 1 bloody		0	0
3 fresh, 1 considerable		0	0
3 Fresh, 1 Embryo Formed		0	0
3 fresh, 1 infertile		0	0
3 fresh, 1 just started		0	0
3 fresh, 1 showing blood		0	0
3 fresh, 1 slight		0	0
3 Fresh, 1 Slight Trace Of Blood		0	0
3 fresh, 1 started		0	0
3 fresh, 1 trace of blood		0	0
3 Fresh, 1 Trace, 4 Very Sm. Emb		0	0
3 Fresh, 1 Trace, 4 Very Sm. Embryo		0	0
3 fresh, 1 very sligh		0	0
3 fresh, 1 very slight, 2 slight		0	0
3 fresh, 1 well begun		0	0
3 fresh, 2 advanced		0	0
3 Fresh, 2 blood tinged		0	0
3 fresh, 2 commenced		0	0
3 fresh, 2 showing blood		0	0
3 fresh, 2 slight		0	0
3 Fresh, 2 Slight Trace Of Blood		0	0
3 Fresh, 2 Slight Trace, 1 Trace		0	0
3 fresh, 2 slightly incubated		0	0
3 fresh, 2 small embryos, 2 larg		0	0
3 fresh, 2 started		0	0
3 fresh, 2 trace of red		0	0
3 fresh, 2 very slight		0	0
3 fresh, 3 addled		0	0
3 fresh, 3 showing blood		0	0
3 fresh, 3 slight		0	0
3 fresh, 3 started		0	0
3 fresh, 4 advanced		0	0
3 fresh, 5 started		0	0
3 fresh, one addled		0	0
3 fresh. 3 a trace		0	0
3 fresh; 1 incubated 4 days		0	0
3 fresh; 1 showing blood		0	0
3 fresh; 1 slightly incubated		0	0
3 fresh; 1 started;		0	0
3 fresh; 1 three days		0	0
3 fresh; 2 begun		0	0
3 fresh; 2 commenced		0	0
3 Fresh; 2 Slightly		0	0
3 Fresh; 2 Started		0	0
3 Fresh; 3 Started		0	0
3 fresh; one egg addled and brok		0	0
3 fresh; one egg addled and broken		0	0
3 fresh;trace in other		0	0
3 Gull fresh, Duck rotted		0	0
3 half-grown nestlings; 1 infert		0	0
3 half-grown nestlings; 1 infertile		0	0
3 Hatched + 1 Addled		0	0
3 hatched in wild		0	0
3 hatched in wild; #1 fragments;		0	0
3 hatched in wild; #1 fragments; #2 fragements fro		0	0
3 hatched in wild; #1 fragments; #2 fragments from		0	0
3 hatched in wild; fragments		0	0
3 hatched, 6 broken		0	0
3 hatched, 9 broken		0	0
3 hatched, 9 broken (3 developed		0	0
3 hatched, 9 broken (3 developed)		0	0
3 hatched, 9 broken (developed)		0	0
3 hatched, 9 broken(developed)		0	0
3 hatched, one pipping		0	0
3 heavy, 1 infertile		0	0
3 host incubated		0	0
3 infert.; 1 one-third		0	0
3 infert.; 3 one-third inc.		0	0
3 infertile 5 heavy		0	0
3 infertile, 1- incubated 1/4		0	0
3 infertile, 1 young bird about 		0	0
3 infertile, 2 well adv.		0	0
3 infertile, 2 with incubation f		0	0
3 infertile, 2 with incubation far advanced		0	0
3 infertile, 2: 5 days		0	0
3 infertile, 7 soft embryos		0	0
3 just begun, 2 fresh		0	0
3 juv		0	0
3 JUVENILE, 1 ADULT		0	0
3 JUVENILE; 1 ADULT		0	0
3 JUVENILE; 2 ADULT		0	0
3 JUVENILE; 3 ADULT		0	0
3 JUVENILE; 5 ADULT		0	0
3 juveniles		0	0
3 K		0	0
3 large embryo, 1 fresh		0	0
3 large embryos		0	0
3 large embryos (eggs saved), 1 		0	0
3 large embryos ; abandoned		0	0
3 large embryos, 1 fresh		0	0
3 large embryos, 1 infertile		0	0
3 large embryos, 1 medium embryo		0	0
3 large embryos, 1 no developmen		0	0
3 large embryos, 1 no development		0	0
3 large embryos, 1 small embryo		0	0
3 large embryos, runt was infert		0	0
3 large embryos, runt was infertile, the contents 		0	0
3 large embryos, within 1-2 days		0	0
3 large embryos; abandoned		0	0
3 larva		0	0
3 larvae		0	0
3 Male Eyases Produced		0	0
3 mature, 5 immature, 2 larvae		0	0
3 medium		0	0
3 mo.		0	0
3 moderate embryos, 1 infertile		0	0
3 moderate, 2 infertile		0	0
3 months		0	0
3 mos approx.		0	0
3 Nestlings Fledged		0	0
3 Newly Hatched + 1 Addled Eggs		0	0
3 none, 1 blood		0	0
3 not recorded, 1 fresh		0	0
3 of Chat eggs much incubated, C		0	0
3 of Chat eggs much incubated, Cuckoo egg slightly		0	0
3 of host + cowbird slight, 1 ad		0	0
3 of host + cowbird slight, 1 ho		0	0
3 of the eggs were in the nest o		0	0
3 one half, 1 infertile		0	0
3 Or 4 Days		0	0
3 or 4 days, advanced		0	0
3 or 4 days.		0	0
3 or 4 days-well begun		0	0
3 or 6 days		0	0
3 partial, 4 advanced		0	0
3 partly incubated, 2 perfectly 		0	0
3 partly incubated, 2 perfectly fresh		0	0
3 pequeno embrios- 2 frescos		0	0
3 quarters through		0	0
3 ready to hatch		0	0
3 ready to hatch, 1 fresh--proba		0	0
3 rotten on ewell on.		0	0
3 rotten, 1 large embryo		0	0
3 samples; 1st layer, "2003 frag		0	0
3 samples; 1st layer, "2003 fragments"; 2nd layer,		0	0
