"verbatimLifeStage","standardLifeStage","uri","checked","opinionBy","opinionDate"
"SY; BURSA 15 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 18 X 10 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 18 X 11 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 3 X 2 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 3 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 3 X 4 MM; SKULL 100% O",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 4 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 5 X 10 MM; SKULL 100% ",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 5 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 6 X 5 MM; SKULL 100% O",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 6 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 6 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 6 X 7 MM; SKULL 25% OS",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 8 X 15 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 8 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 8 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 8 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 8 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA 9 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA BOT FOUND",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA NOT FOUND",,,0,"John Wieczorek","2017-08-25"
"SY; BURSA NOT FOUND; SKULL 100% ",,,0,"John Wieczorek","2017-08-25"
"SY; NO BURSA",,,0,"John Wieczorek","2017-08-25"
"SY; NO BURSA;",,,0,"John Wieczorek","2017-08-25"
"SY; NO BURSA; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"SY; SKULL 100% OSS.; BURSA NOT F",,,0,"John Wieczorek","2017-08-25"
"SY?",,,0,"John Wieczorek","2017-08-25"
"SY? BURSA 17 X 10 MM",,,0,"John Wieczorek","2017-08-25"
"SY? BURSA 7 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"SY? NO BURSA",,,0,"John Wieczorek","2017-08-25"
"SY? SUB-ADULT PLUMAGE; NO BURSA",,,0,"John Wieczorek","2017-08-25"
"SYM","SYM",,1,"John Wieczorek","2017-08-25"
"t",,,0,"John Wieczorek","2017-08-25"
"T.C.P starts before last",,,0,"John Wieczorek","2018-10-10"
"t.e.",,,0,"John Wieczorek","2017-08-25"
"T.h.",,,0,"John Wieczorek","2017-08-25"
"T37NR22ES3",,,0,"John Wieczorek","2017-08-25"
"T39NR12ES3SWSW",,,0,"John Wieczorek","2017-08-25"
"T41NR22ES4",,,0,"John Wieczorek","2017-08-25"
"tad & juv",,,0,"John Wieczorek","2017-08-25"
"TADPOLE",,,0,"John Wieczorek","2017-08-25"
"tadpole raised from egg",,,0,"John Wieczorek","2017-08-25"
"TADPOLES",,,0,"John Wieczorek","2017-08-25"
"tadpoles (31)",,,0,"John Wieczorek","2017-08-25"
"TADPOLES AND ADULTS",,,0,"John Wieczorek","2017-08-25"
"TADPOLES AND EGGS",,,0,"John Wieczorek","2017-08-25"
"TADPOLES AND TRANSFORMING",,,0,"John Wieczorek","2017-08-25"
"TADPOLES OR TRANSFORMING",,,0,"John Wieczorek","2017-08-25"
"Tadpoles-aprox. 3 yrs.",,,0,"John Wieczorek","2017-08-25"
"Taken",,,0,"John Wieczorek","2017-08-25"
"Taken at midnight!",,,0,"John Wieczorek","2017-08-25"
"taken from body of parent shot",,,0,"John Wieczorek","2018-10-10"
"taken from oviduct",,,0,"John Wieczorek","2017-08-25"
"Taken out of bird.",,,0,"John Wieczorek","2017-08-25"
"taken place",,,0,"John Wieczorek","2017-08-25"
"Taken when bird began to sit",,,0,"John Wieczorek","2017-08-25"
"taking place",,,0,"John Wieczorek","2017-08-25"
"TE.",,,0,"John Wieczorek","2017-08-25"
"ten - twelve days",,,0,"John Wieczorek","2017-08-25"
"Ten Days",,,0,"John Wieczorek","2017-08-25"
"Ten days.",,,0,"John Wieczorek","2017-08-25"
"Tens days",,,0,"John Wieczorek","2017-08-25"
"Term embryos",,,0,"John Wieczorek","2017-08-25"
"term fetus",,,0,"David Bloom","2017-12-29"
"Tern 1/4; Grebe 1/3",,,0,"John Wieczorek","2017-08-25"
"Tern 1/4; Grebe 1/4",,,0,"John Wieczorek","2017-08-25"
"Tested fresh",,,0,"John Wieczorek","2017-08-25"
"Tested fresh, but they lied.",,,0,"John Wieczorek","2017-08-25"
"Testes 1 x 1 mm",,,0,"John Wieczorek","2017-08-25"
"TESTES 3 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"testes 30x16mm",,,0,"John Wieczorek","2017-08-25"
"testes 7x5mm, fertile",,,0,"David Bloom","2017-12-29"
"testes abdominal",,,0,"David Bloom","2017-12-29"
"testes abdominal, 15mm",,,0,"David Bloom","2017-12-29"
"testes abdominal, 9x6mm",,,0,"David Bloom","2017-12-29"
"TESTES BLACK, 2 X 1 MM",,,0,"John Wieczorek","2017-08-25"
"testes not scrotal",,,0,"David Bloom","2017-12-29"
"testes scrotal",,,0,"David Bloom","2017-12-29"
"testes scrotal, 16x11mm",,,0,"David Bloom","2017-12-29"
"testes scrotal, 18x10mm",,,0,"David Bloom","2017-12-29"
"testes scrotal, 29x12mm",,,0,"David Bloom","2017-12-29"
"testes: 17x11",,,0,"David Bloom","2017-12-29"
"testis = 13mm?",,,0,"David Bloom","2017-12-29"
"testis = 13x7mm",,,0,"David Bloom","2017-12-29"
"testis = 13x9",,,0,"David Bloom","2017-12-29"
"testis = 15x18mm",,,0,"David Bloom","2017-12-29"
"testis = 17x11mm",,,0,"David Bloom","2017-12-29"
"testis = 18x8mm, unusually promi",,,0,"David Bloom","2017-12-29"
"testis = 19mm",,,0,"David Bloom","2017-12-29"
"testis = 19x12mm",,,0,"David Bloom","2017-12-29"
"testis = 19x15mm",,,0,"David Bloom","2017-12-29"
"testis = 25x15mm",,,0,"David Bloom","2017-12-29"
"testis = 35x25mm",,,0,"David Bloom","2017-12-29"
"testis = 4mm",,,0,"David Bloom","2017-12-29"
"testis = 4x3",,,0,"David Bloom","2017-12-29"
"testis = 50mm",,,0,"David Bloom","2017-12-29"
"testis = 5x12mm",,,0,"David Bloom","2017-12-29"
"testis = 5x2mm",,,0,"David Bloom","2017-12-29"
"testis = 7x4mm",,,0,"David Bloom","2017-12-29"
"testis = 9.0mm",,,0,"David Bloom","2017-12-29"
"testis = 9mm",,,0,"David Bloom","2017-12-29"
"testis 4x5mm, penis 12mm",,,0,"David Bloom","2017-12-29"
"testis=12mm",,,0,"David Bloom","2017-12-29"
"testis=13x8mm",,,0,"David Bloom","2017-12-29"
"testis=15x11mm",,,0,"David Bloom","2017-12-29"
"testis=17x9mm",,,0,"David Bloom","2017-12-29"
"testis=18x7mm",,,0,"David Bloom","2017-12-29"
"testis=20mm",,,0,"David Bloom","2017-12-29"
"testis=26x5mm",,,0,"David Bloom","2017-12-29"
"testis=40mm",,,0,"David Bloom","2017-12-29"
"testis=6x3mm",,,0,"David Bloom","2017-12-29"
"testis=8x4mm",,,0,"David Bloom","2017-12-29"
"testis-14x12mm",,,0,"David Bloom","2017-12-29"
"Th",,,0,"John Wieczorek","2017-08-25"
"The egg was dented when picked u",,,0,"John Wieczorek","2017-08-25"
"The egg was dented when picked up and appently con",,,0,"John Wieczorek","2017-08-25"
"The eggs were fresh. Incubation ",,,0,"John Wieczorek","2017-08-25"
"The eggs were fresh. Incubation had just begun.",,,0,"John Wieczorek","2017-08-25"
"the eyes and soft bones of the e",,,0,"John Wieczorek","2017-08-25"
"The eyes of the chick were forme",,,0,"John Wieczorek","2017-08-25"
"The last egg was laid around Feb",,,0,"John Wieczorek","2017-08-25"
"The last egg was laid around Feb. 15th.",,,0,"John Wieczorek","2017-08-25"
"The rest of yolk looked fresh",,,0,"John Wieczorek","2018-10-10"
"the yolks almost filled with blo",,,0,"John Wieczorek","2017-08-25"
"Thick (nest deserted)",,,0,"John Wieczorek","2017-08-25"
"Thick, bloody yolks",,,0,"John Wieczorek","2017-08-25"
"thin-shelled eggs, hatched and d",,,0,"John Wieczorek","2017-08-25"
"third",,,0,"John Wieczorek","2017-08-25"
"Third clutch; no development, pr",,,0,"John Wieczorek","2017-08-25"
"Third clutch; no development, probably infertile o",,,0,"John Wieczorek","2017-08-25"
"THIRD CYCLE",,,0,"John Wieczorek","2017-08-25"
"Third summer",,,0,"John Wieczorek","2017-08-25"
"Third winter",,,0,"John Wieczorek","2017-08-25"
"THIRD YEAR","third year",,1,"John Wieczorek","2017-08-25"
"Third year (plumage)",,,0,"John Wieczorek","2017-08-25"
"Third.",,,0,"John Wieczorek","2017-08-25"
"This egg lay about 35cm outside ",,,0,"John Wieczorek","2017-08-25"
"This egg lay about 35cm outside of scrape which co",,,0,"John Wieczorek","2017-08-25"
"This pair was observed to incuba",,,0,"John Wieczorek","2017-08-25"
"This pair was observed to incubate, but did not fl",,,0,"John Wieczorek","2017-08-25"
"Three  young hatched in wild.",,,0,"John Wieczorek","2017-08-25"
"Three- 1/3, Two- fresh.",,,0,"John Wieczorek","2017-08-25"
"three 1/4 advanced, one 1/3 adva",,,0,"John Wieczorek","2017-08-25"
"Three 20 Day Old Chicks",,,0,"John Wieczorek","2017-08-25"
"Three 28 Day Old Chicks",,,0,"John Wieczorek","2017-08-25"
"Three 29 Day Day Old Chicks",,,0,"John Wieczorek","2017-08-25"
"Three 29 Day Old Chicks",,,0,"John Wieczorek","2017-08-25"
"Three 30 Day Old Chicks",,,0,"John Wieczorek","2017-08-25"
"Three advanced",,,0,"John Wieczorek","2017-08-25"
"three advanced more than one-thi",,,0,"John Wieczorek","2017-08-25"
"Three advanced, two infertile",,,0,"John Wieczorek","2017-08-25"
"Three days",,,0,"John Wieczorek","2017-08-25"
"three days (slight)",,,0,"John Wieczorek","2017-08-25"
"Three Days Incubated",,,0,"John Wieczorek","2017-08-25"
"Three daysd incubated",,,0,"John Wieczorek","2017-08-25"
"Three egg bloodshot, one egg fre",,,0,"John Wieczorek","2017-08-25"
"Three egg bloodshot, one egg fresh or nearly so.",,,0,"John Wieczorek","2017-08-25"
"Three egg- well advanced, 1 egg-",,,0,"John Wieczorek","2017-08-25"
"Three egg- well advanced, 1 egg- infertile",,,0,"John Wieczorek","2017-08-25"
"Three eggs 2/3, two eggs started",,,0,"John Wieczorek","2017-08-25"
"Three eggs 2/3, two eggs started.",,,0,"John Wieczorek","2017-08-25"
"Three eggs about 10 days, one ro",,,0,"John Wieczorek","2017-08-25"
"Three eggs about 10 days, one rotten",,,0,"John Wieczorek","2017-08-25"
"Three eggs alive, one egg early ",,,0,"John Wieczorek","2017-08-25"
"Three eggs alive, one egg early death or infertile",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched & fledged",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched from three eg",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched from three eggs in wild.",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched in wild from ",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched in wild from unknown number of ",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched in wild.",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched in wild; one ",,,0,"John Wieczorek","2017-08-25"
"Three eggs hatched in wild; one egg addled.",,,0,"John Wieczorek","2017-08-25"
"Three eggs infertile or addled; ",,,0,"John Wieczorek","2017-08-25"
"Three eggs infertile or addled; one egg broken.",,,0,"John Wieczorek","2017-08-25"
"Three eggs infertile, two others",,,0,"John Wieczorek","2017-08-25"
"Three eggs infertile, two others badly incubated.",,,0,"John Wieczorek","2017-08-25"
"Three embryos complete, one part",,,0,"John Wieczorek","2017-08-25"
"Three embryos complete, one partially",,,0,"John Wieczorek","2017-08-25"
"Three female & one male hatched ",,,0,"John Wieczorek","2017-08-25"
"Three female & one male hatched and fledged.",,,0,"John Wieczorek","2017-08-25"
"Three forths",,,0,"John Wieczorek","2017-08-25"
"Three Fourths",,,0,"John Wieczorek","2017-08-25"
"Three fresh, two just started",,,0,"John Wieczorek","2017-08-25"
"Three fresh; 1 slight",,,0,"John Wieczorek","2017-08-25"
"Three of the eggs were in nest A",,,0,"John Wieczorek","2017-08-25"
"Three of the eggs were in nest April 10",,,0,"John Wieczorek","2017-08-25"
"three or four days",,,0,"John Wieczorek","2017-08-25"
"Three or four days from hatchlin",,,0,"John Wieczorek","2017-08-25"
"Three quarters",,,0,"John Wieczorek","2017-08-25"
"three weeks",,,0,"John Wieczorek","2017-08-25"
"Three weeks or more",,,0,"John Wieczorek","2017-08-25"
"three well advanced the others a",,,0,"John Wieczorek","2017-08-25"
"three well advanced the others addled",,,0,"John Wieczorek","2017-08-25"
"Three young hatched in wild",,,0,"John Wieczorek","2017-08-25"
"Three young hatched in wild.",,,0,"John Wieczorek","2017-08-25"
