"verbatimReproductiveCondition","standardReproductiveCondition","uri","checked","opinionBy","opinionDate"
"HOW SEXED: GONADS, TESTES DRAWN, POST-BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, RIGHT 11 X 9 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, RIGHT ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, SLIGHTLY ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, SMALL, BLACK.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, SMALL.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, SMALL. BIB.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, SMALL. NO BIB.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, SOMEWHAT ENALRGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, SOMEWHAT ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, UNABLE TO BE MEASURED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, UNRELIABLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, VERY ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, WELL DEVELOPED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN, WELL-DEVELOPED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. 13 X 8 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. 2 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. 5 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. 7 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. 8 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. BREEDING CONDITION.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. BREEDING SIZE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. FEMALE BY PLUMAGE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. FIELD TAG SAYS FE",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. FIELD TAG SAYS FEMALE, OVARIES DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. LARGE BURSA.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. LEFT 12 X 5 X 9 MM (IRREGULAR) RIGHT 7 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. POST BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. POST-BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. SEXING UNRELIABLE (KCP 74)",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 10 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 15 X 11 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 2 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 3 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 8 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 8 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 8 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 9 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. TESTES 9 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN. UNRELIABLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN: 5 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES DRAWN: 6 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED & DAMAGED BY SHOT.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED & DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED ABOUT HALF.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED BUT DECOMPOSED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED TO CIRCA 8 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 10 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 14 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 2.04 X 2.25 CM, 2.28 X 2.85 CM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 4 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 5 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 6.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 8 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, 9 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, BREEDING CONDITION.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, CIRCA 6 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, DECOMPOSED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, DEGENERATED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, LEFT 13 X 8, RIGHT 11 X 6.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED, SHOT-DAMAGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED. BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED. TESTES 6.6 X 4.0 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED. TESTES DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGED: 10.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENLARGING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ENORMOUS, 45 X 25 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES ESTIMATED 3 X 2 MM, PARTLY DECOMPOSED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES EXCEEDINGLY SMALL, DISTINCT.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES EXCEEDINGLY SMALL.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES FOUND.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES FULLY ENLARGED, CREAM COLORED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES FULLY ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GRANULAR.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GRAY, LEFT 12.5 X 4, RIGHT 14 X 2.8 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GRAY: LEFT 12.5 X 4, RIGHT 14 X 2.8 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED & DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED, BREEDING",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED, BREEDING & DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED, BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED, DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED, NESTING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED, WHITISH.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES GREATLY ENLARGED. 11 X 4.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES HALF ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES IN BREEDING CONDITION.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES JUST LESS THAN 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LARGE BUT PARTLY DECOMPOSED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LARGE BUT UNABLE TO BE MEASURED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LARGE, DRAWN",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LARGE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT ?, RIGHT 30 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 0.7 X 0.5 MM. RIGHT 0.7 X 0.5 MM. BLACK.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1 MM, RIGHT 1 X 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1 MM, RIGHT 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1 MM, RIGHT NOT FOUND.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1 X 0.5 MM, RIGHT 0.5 X 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1 X 0.5 MM, RIGHT NOT SEEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1 X 1 MM, RIGHT 2 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1 X 2 MM, RIGHT 1 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.1 X 0.7 MM. RIGHT 1.1 X 0.7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.4 X 1.0 MM. RIGHT 1.4 X 2.3 MM. BLACK.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 MM, RIGHT 1.0 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 X 0.5 MM, RIGHT 0.5 X 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT 1 X 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT 1 X 1 MM. SEXED BY D.S.WOOD.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT 1.5 MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT 1.5 X 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT 2 X 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.5 X 1 MM, RIGHT NOT FOUND.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.7 X 0.5 MM, RIGHT 1.2 X 0.6.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 1.7 X 0.9 MM. RIGHT NOT FOUND.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 1.5 MM, RIGHT 25 X 1.5 M",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 15 MM, RIGHT 7 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 2 MM, RIGHT 10 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 2 MM, RIGHT 11 X 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 2 MM, RIGHT 6 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 2 MM, RIGHT 8 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 2 MM, RIGHT 8 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 3 MM, RIGHT 10 X 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 3 MM, RIGHT 7 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 3 MM, RIGHT 8 X 3 MM, BLACK.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 3 MM, RIGHT 9 X 2.5 MM, GRANULAR.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 3.5 MM, RIGHT 11 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 3.5 MM, RIGHT 8 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4 MM, RIGHT 10 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4 MM, RIGHT 15 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4 MM, RIGHT 4 X 6 MM, ENLERGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4 MM, RIGHT 7 X 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4 MM, RIGHT 8 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4 MM, RIGHT 9 X 4 MM, WHITE",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4 MM, RIGHT 9 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4, RIGHT 9 X 4, WHITE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 4.5 MM, RIGHT 8 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 5 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 6 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 7 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 7 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 8 X 3.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 8 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 8 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5 MM, RIGHT 9 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5.5 MM, RIGHT 7.5 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 5.5 MM, RIGHT 8 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM (BENT), RIGHT 7 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 12 X 3.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 7 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 7 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 8 X 5 MM, BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 8 X 5, BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 8 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 8 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 9 X 5 MM, DARK.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 9 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 9 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 9 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM, RIGHT 9 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 6.5 MM, RIGHT 8 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 7 MM, RIGHT 7 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 7 MM, RIGHT 9 X 7.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10 X 8 MM, RIGHT 8 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10.5 X 3 MM, RIGHT 10 X 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 10.5 X 7.5 MM, RIGHT 9.5 X 7.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 2 MM, RIGHT 10 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 2 MM, RIGHT 8 X 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 2 MM, RIGHT 8 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 2.5 MM, RIGHT 11 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 2.5 MM, RIGHT 6.5 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 3 MM, RIGHT 10 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 3 MM, RIGHT 6 X 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 3 MM, RIGHT 9 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 4 MM, RIGHT 10 X 3 MM. NON-BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 4 MM, RIGHT 10 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 4 MM, RIGHT 12 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 4 MM, RIGHT 6 X 5 MM, POST-BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 5 MM, RIGHT 6 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 5 MM, RIGHT 9 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 6 MM, RIGHT 10 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 6 MM, RIGHT 10 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 6.5 MM, RIGHT 10 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 6.5 MM, RIGHT 8 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 6.5 MM, RIGHT 8.5 X 6.6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 6.5 MM, RIGHT 9 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 6.5 MM, RIGHT 9 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 6.5 MM, RIGHT 9.5 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM REDDISH, RIGHT 8 X 4.5 CREAM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 10 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 10 X 7, CREAM COLORED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 11 X 8 MM, CREAM-COLORED",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 11 X 8, CREAM COLORED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 7 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 8 X 7.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 9 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 9 X 6, BREEDING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7 MM, RIGHT 9 X 6.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7.5 MM, RIGHT 10 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7.5 MM, RIGHT 8 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 7.5 MM, RIGHT 9 X 7.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 8 MM, RIGHT 8 X 6.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 8 MM, RIGHT 8 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 8 MM, RIGHT 9 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 11 X 9 MM, RIGHT 8 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 12 X 1 MM, RIGHT 8 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS, TESTES LEFT 12 X 10 MM, RIGHT 10 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
