"u_datumstr","epsg"
"NAD 84",4269
"NAD 85",4269
"NAD 86",4269
"NAD 87",
"NAD 93",4269
"NAD, WGS84",4326
"NAD@27",4267
"NAD_83",4269
"NAD100",4269
"NAD101",4269
"NAD102",4269
"NAD103",4269
"NAD104",4269
"NAD105",4269
"NAD106",4269
"NAD107",4269
"NAD108",4269
"NAD109",4269
"NAD110",4269
"NAD111",4269
"NAD112",4269
"NAD113",4269
"NAD114",4269
"NAD115",4269
"NAD116",4269
"NAD117",4269
"NAD118",4269
"NAD119",4269
"NAD120",4269
"NAD121",4269
"NAD122",4269
"NAD123",4269
"NAD124",4269
"NAD125",4269
"NAD126",4269
"NAD127",4269
"NAD128",4269
"NAD129",4269
"NAD130",4269
"NAD131",4269
"NAD132",4269
"NAD133",4269
"NAD134",4269
"NAD135",4269
"NAD136",4269
"NAD137",4269
"NAD138",4269
"NAD139",4269
"NAD140",4269
"NAD141",4269
"NAD142",4269
"NAD143",4269
"NAD144",4269
"NAD145",4269
"NAD146",4269
"NAD147",4269
"NAD148",4269
"NAD149",4269
"NAD150",4269
"NAD151",4269
"NAD152",4269
"NAD153",4269
"NAD154",4269
"NAD155",4269
"NAD156",4269
"NAD157",4269
"NAD158",4269
"NAD159",4269
"NAD160",4269
"NAD161",4269
"NAD162",4269
"NAD163",4269
"NAD164",4269
"NAD165",4269
"NAD166",4269
"NAD19",
"NAD1927",4267
"NAD1927.00",4267
"NAD1927?",4267
"NAD1983",4269
"NAD1983?",4269
"NAD2",4267
"NAD227",4267
"NAD23",
"NAD237",4267
"NAD24",4267
"NAD27",4267
"NAD-27",4267
"NAD27  (UTM DATUM: NAD 27 CONUS)",4267
"NAD27  (UTM DATUM: NAD27 CONUS)",4267
"NAD27  (UTM DATUM: NAD83)",4267
"NAD27 (CONUS)",4267
"NAD27 (LL)",4267
"NAD27 (UTM DATUM: NAD 27 CONUS)",4267
"NAD27 (UTM); NAD83 (LL)",4269
"NAD27 (UTM); WGS84 (LL)",4326
"NAD27 (WAYPOINT #266); UTM ZONE 11",4267
"NAD27 *",4267
"NAD-27 CONTINENTAL",4267
"NAD27 CONUS",4267
"NAD27 GPS",4267
"NAD27 UPDATED WITH NAD83",4269
"NAD27 UTM, NAD83 DECIMAL DEGREES",4269
"NAD27			",4267
"NAD27*",4267
"NAD27, CONUS",4267
"NAD27, MAP ESTIMATE",4267
"NAD27; WGS84 (LL)",4326
"NAD27_CONUS",4267
"NAD27`",4267
"NAD27-AK",4267
"NAD27BAH",4267
"NAD27CONUS",4267
"NAD27D",4267
"NAD27L",4267
"NAD27NAD27",4267
"NAD27NAD27NAD27",4267
"NAD28",4267
"NAD287",4267
"NAD29",4267
"NAD3",4269
"NAD30",4267
"NAD31",4267
"NAD32",4267
"NAD33",4267
"NAD34",4267
"NAD35",4267
"NAD36",4267
"NAD37",4267
"NAD38",4269
"NAD383",4269
"NAD39",4267
"NAD40",4267
"NAD41",4267
"NAD42",4267
"NAD43",4267
"NAD44",4267
"NAD47",
"NAD7",4267
"NAD72",4267
"NAD8",4269
"NAD80",4269
"NAD82",4269
"NAD82/WSS84",4326
"NAD823",4269
"NAD827",4267
"NAD83",4269
"NAD-83",4269
"NAD83  (UTM DATUM: NAD83)",4269
"NAD83 (LL)",4269
"NAD83 (UTM)",4269
"NAD83 (UTM); WGS84 (LL)",4326
"NAD83 / WGS84",4326
"NAD83 7.5' QUAD: PINTO VALLEY",4269
"NAD83 GPS",4269
"NAD83 ZONE 16",4269
"NAD83 ZONE 17",4269
"NAD83&WGS84",4326
"NAD83, WGS84",4326
"NAD83/84",4269
"NAD83/WGS40",4326
"NAD83/WGS8;",4326
"NAD83/WGS84",4326
"NAD83/WGS94",4326
"NAD83/WSS84",4326
"NAD83?WGS84",4326
"NAD83_CONUS",4269
"NAD832",4269
"NAD83354",4269
"NAD83Z",4267
"NAD84",4269
"NAD84/WGS84",4326
"NAD85",4269
"NAD86",4269
"NAD87",4269
"NAD88",4269
"NAD89",4269
"NAD8E",4269
"NAD90",4269
"NAD91",4269
"NAD92",4269
"NAD93",4269
"NAD94",4269
"NAD95",4269
"NAD96",4269
"NAD97",4269
"NAD98",4269
"NAD99",4269
"NADA83",4269
"NADD27",4267
"NADS 83",4269
"NADS27",4267
"NADS83",4269
"NADS83/WGS84",4326
"NAHRWAN",
"NAMED PLACE BY GOOGL",4326
"NANAD_83",4269
"NAPARIMA 1955",4158
"NAPARIMA 1972",4271
"NAPARIMA, BWI",
"NAS 27",4267
"NAS27",4267
"NAS3",4269
"NAVD88",4269
"ND",
"NDA83",4269
"ÑÊÅÐÄÀ",
"NEW (1950) ARC",4209
"NEW (1960) ARC",4210
"NGVD 29",
"NO DISPONIBLE",
"NONE INDICATED",
"NORTH AMERICA 1983/NAD83 (GRS 80)",4269
"NORTH AMERICAN 1927",4267
"NORTH AMERICAN 1983",4269
"NORTH AMERICAN DATUM 1927",4267
"NORTH AMERICAN DATUM 1983",4269
"NORTH SAHARA 1959",4307
"NORTH_AMERICAN_1927",4267
"NOT APPLICABLE (NO COORDINATES)",
"NOT GEOREF",
"NOT GIVEN",
"NOT KNOWN",
"NOT PRESENT",
"NOT PROVIDED",
"NOT REC.",
"NOT RECORDED",
"NOT RECORDED (FORCED WGS84)",
"NOT RECORDED\; ASSUME WGS84 FOR AUSTRALIA",
"NULL",
"NWS84",4326
"NZGD2000",4167
"NZGD49",4272
"O",
"OBSERVATORIO METEOROLOGICO 1939",4182
"OCOTEPEQUE",5451
"OCOTEPEQUE 1935",5451
"OCOTOPEQUE 1935",5451
"ÖÈÍÍÀ",
"OLD EGYPTIAN 1907",4229
"OLD HAWAIIAN, CLARKE 1866",4135
"OLD HAWAIIAN, INTERNATIONAL 1924",
"OLD TRINIDAD 1903",4302
"OMAN",4232
"ON WATER WITH NET",
"ORDNANCE SURVEY OF GREAT BRITAIN 1936",4277
"ORN.01302",
"ORN.10655",
"ORN.10656",
"OSGB 36",4277
"OTHER",
"OWENS",
"PARIKH; NAD83",4269
"PB.05117",
"PB.05140",
"PB.05312",
"PB.05670",
"PB.05755",
"PB.06184",
"PEABODY",
"PEN",
"PICO DE LAS NIEVES",4728
"PIEP",
"PITCAIRN ASTRO 1967",4729
"POINT 58",4620
"POINT NOIRE 1958",4282
"PORTO SANTO 1936",4615
"POS",
"PREPROCESSED",
"PROVISIONAL LA CONOA 1956 (VENEZUELA)",4247
"PROVISIONAL SOUTH AMERICAN 1956",4248
"PROVISIONAL SOUTH CHILEAN 1963",4254
"PRP_M",4248
"PRPM",
"PRP-M",4248
"PRYOR MTNS",
"PSAD56",4248
"PUERTO RICO",4139
"Q",
"Q316",
"QATAR NATIONAL",4614
"QDA94",4283
"QGS84",4326
"QORNOQ",4287
"R4W T4S SEC11",
"RANGE SCIENCE FIELD HEADQUARTERS",
"RANUNCULUS CYMB",
"RESTRICTED DATA",
"REUNION",4626
"RODRIGUEZ, HEATHER G",
"RODRIGUEZ, HEATHER G.",
"RODRIGUEZ, HG",
"ROME 1940",4806
"ROMOLAND 7.5' Q.",
"ROMOLAND 7.5\' Q.",
"RRELEVE ARC110",
"RSA:2009",
"S",
"S/N",
"S1942",4284
"S-42",4284
"S-42 (PULKOVO 1942)",4284
"S42W",4284
"SAD69",4618
"SAN",
"SANTO (DOS) 1965",4730
"SAO BRAZ",4184
"SAPPER HILL 1943",4292
"SCHWARZECK",4293
"SD:2009",
"SE MT",
"SECTION 30 T15S R84W; LAT: 38.43",
"SELVAGEM GRANDE 1938",4616
"SGD66",4202
"SIERRA LEONE 1960",4175
"SIRGAS",
"SIRGAS - SOUTH AMERICAN GEOCENTRIC REFERENCE SYSTEM",4674
"SIRGAS 2000",4674
"S-JTSK",4156
"SLBM",
"SN",
"SOUTH AMERICAN 1969",4618
"SOUTH AMERICAN DATUM 1969",4618
"SOUTH ASIA",
"SP.",
"SPECIES",
"STREET/ATLAS",
"T J HIBBITTS",
"T. J. HIBBITTS AND D. LAURENCIO",
"T.24S., R.24E., S.31",
"T.4S., R.4W., SEC 11, SW 1/4",
"T17S R2W",
"T1S, E22W, SEC. 11",
"T1S, R22W, S11",
"T45N R101W",
"TAIWAN DATUM 1967",3821
"TANANARIVE OBSERVATORY 1925",4297
"TERRAI NAVIGATOR 1:24,000",
"TERRAIN NAVIGATOR",
"TERRAIN NAVIGATOR 1:24,000",
"TERRAIN NAVIGATOR 5.03 1:24000",
"TERRAIN NAVIGATOR PRO",
"TERRAIN NAVIGATOR PRO.",
"TERRAIN NAVIGATOR, INFERRED",
"TERRAIN NAVIGATOR: 1:24,000",
"TERRAIN NAVIGATORY 1:24,000",
"TERRAMETRICS 2008",4326
"TIMBALAI 1948",4298
"TJ HIBBITTS",
"TJH AND DL",
"TJH, DL, AND MTH",
"TJHIBBITTS",
"TOKYO",4301
"TOKYO DATUM",4301
"TOPO!",
"TOPO! PROGRAM",
"TOY_A",4301
"TOYKO",4301
"TRANSVERSE MERCATOR",
"TRISTAN ASTRO 1968",4734
"TRS",
"TRS2LL",
"TWD67",3821
"TWD97",3824
"TWD97/WGS84",4326
"U",
"U.T.M.",
"UGS84",4326
"UKJENT",
"UKNOWN",
"UNDET",
"UNDET.",
"UNDETERMINED",
"UNIKNOWN",
"UNION",
"UNK",
"UNKKNOWN",
"UNKNOW",
"UNKNOWN",
"UNKNWON",
"USBGN",4269
"USD 27",4267
"USD 83",4269
"USD83",4269
"USGA 7.5"""" WOLF GAP WV/VA QUAD",
"USGS 7.5 """"WOLF GAP"""" WV/VA QUAD (1966)",
"USGS 7.5 MINUTE FALLBROOK QUADRANGLE SEC.14, T.9 S., R.4 W",4269
"USGS QUADRANGLE: SALSBURY POTRERO 7.5'",4326
"UTC",
"UTM",
"UTM 10 KM CELL: MJ-9E, 0N. RATTLESNAKE MTN.",
"UTM 11",
"UTM 15",
"UTM 176 LU19",
"UTM 241154",
"UTM 32 T 0361680 4893858",
"UTM 32 T 0379641 4894590",
"UTM 32 V KM 936 861",
"UTM 485 911",
"UTM 53J",
"UTM 54H",
"UTM 62453D",
"UTM GND REFERENCE",
"UTM GRID REFERENCE",
"UTM NAD 83",4269
"UTM NAD27",4267
"UTM NAD27, NAD83 DECIMAL DEGREES",4269
"UTM NAD83",4269
"UTM NR 10,41",
"UTM PROJECTION",
"UTM Z11",
"UTM ZONE 10",
"UTM ZONE 10, 717595E 5066560N",
"UTM ZONE 10T 526410 EAST 4657296 NORTH +/- 33 FT WGS84",4326
"UTM ZONE 11",
"UTM ZONE 11; WGS84",4326
"UTM ZONE 12",
"UTM ZONE 16",
"UTM ZONE 17",
"UTM ZONE 17M",
"UTM ZONE16",
"UTM ZONE17",
"UTM: 10SDQ8279",
"UTM: 12N 391744ME 4203693MN",
"UTM: 32 V LN 724 128",
"UTM: WGS84",4326
"UTM:ZONE 17",
"UTM12458931E, 2716238N (NAD83/WGS84)",4326
"UTM236179",
"UTM425454",
"UTM427458",
"UTM453501",
"UTM54",
"UTM83",
"UTM84",
"UTMG NAD27, DECIMAL DEGREES NAD83",4269
"UTMS, WGS84 DATUM",4326
"UTMWGS84",4326
"UTMZONE 10",
"VILLE DE MIRABEL",
"VISUAL PLOT ON GOOGLE MAP SATELLITE IMAGE BY JCC",4326
"VITI LEVU 1916",4731
"VOIROL 1874",4304
"VOIROL 1960",
"VP.02813",
"W",
"W233",
"W8",
"WAKE ISLAND ASTRO 1952",4733
"WAKE-ENIWETOK 1960",4732
"WALDO",
"WAS84",4326
"WBS84",4326
"WBS84/NAD83",4326
"WCR 13",
"WDS 84",4326
"WDS84",4326
"WEST MORELAND",
"WFGS84",4326
"WFS84",4326
"WG",
"WG S84",4326
"WG/S84",4326
"WG584",4326
"WG587",
"WG589",
"WG84",4326
"WG84/NAD83",4326
"WGA84",4326
"WGAS84",4326
"WGD84",4326
"WGIS84",4326
"WGS",
"WGS  84",4326
"WGS - 84",4326
"WGS 084",4326
"WGS 100",4326
"WGS 101",4326
"WGS 102",4326
"WGS 103",4326
"WGS 104",4326
"WGS 105",4326
"WGS 106",4326
"WGS 107",4326
"WGS 159",4326
"WGS 163",4326
"WGS 1894.",4326
"WGS 19",
"WGS 1972",4322
"WGS 1983",4326
"WGS 1984",4326
"WGS- 1984",4326
"WGS 1984 (WGS 84)",4326
"WGS 1984,",4326
"WGS 1984.",4326
"WGS 1984. RE-LOCATED PER GOOGLEEARTH.",4326
"WGS 72",4322
"WGS 8",4326
"WGS 80",4326
"WGS 81",
"WGS 83",4326
"WGS 84",4326
"WGS 84  (UTM DATUM: NAD83)",4326
"WGS 84 / NAD 83",4326
"WGS 84 DATUM",4326
"WGS 84, GPS READING",4326
"WGS 84, NAD83",4326
"WGS 84.",4326
"WGS 84/ NAD 83",4326
"WGS 84/GOOGLE MAPS",4326
"WGS 84/NAD 83",4326
"WGS 84/NAD83",4326
"WGS 85",4326
"WGS 86",4326
"WGS 87",4326
"WGS 88",4326
"WGS 89",4326
"WGS 894",4326
"WGS 90",4326
"WGS 91",4326
"WGS 92",4326
"WGS 93",4326
"WGS 94",4326
"WGS 95",4326
"WGS 96",4326
"WGS 97",4326
"WGS 98",4326
"WGS 99",4326
"WGS*$",4326
"WGS*4",4326
"WGS/GDA94",4326
"WGS_1984",4326
"WGS_84",4326
"WGS100",4326
"WGS1000",4326
"WGS10000",4326
"WGS10001",4326
"WGS10002",4326
"WGS10003",4326
"WGS10004",4326
"WGS10005",4326
"WGS10006",4326
"WGS10007",4326
"WGS10008",4326
"WGS10009",4326
"WGS1001",4326
"WGS10010",4326
"WGS10011",4326
"WGS10012",4326
"WGS10013",4326
"WGS10014",4326
"WGS10015",4326
"WGS10016",4326
"WGS10017",4326
"WGS10018",4326
"WGS10019",4326
"WGS1002",4326
"WGS10020",4326
"WGS10021",4326
"WGS10022",4326
"WGS10023",4326
"WGS10024",4326
"WGS10025",4326
"WGS10026",4326
"WGS10027",4326
"WGS10028",4326
"WGS10029",4326
"WGS1003",4326
"WGS10030",4326
"WGS10031",4326
"WGS10032",4326
"WGS10033",4326
"WGS10034",4326
"WGS10035",4326
"WGS10036",4326
"WGS10037",4326
"WGS10038",4326
"WGS10039",4326
"WGS1004",4326
"WGS10040",4326
"WGS10041",4326
"WGS10042",4326
"WGS10043",4326
"WGS10044",4326
"WGS10045",4326
"WGS10046",4326
"WGS10047",4326
"WGS10048",4326
"WGS10049",4326
"WGS1005",4326
"WGS10050",4326
"WGS10051",4326
"WGS10052",4326
"WGS10053",4326
"WGS10054",4326
"WGS10055",4326
"WGS10056",4326
"WGS10057",4326
"WGS10058",4326
"WGS10059",4326
"WGS1006",4326
"WGS10060",4326
"WGS10061",4326
"WGS10062",4326
"WGS10063",4326
"WGS10064",4326
"WGS10065",4326
"WGS10066",4326
"WGS10067",4326
"WGS10068",4326
"WGS10069",4326
"WGS1007",4326
"WGS10070",4326
"WGS10071",4326
"WGS10072",4326
"WGS10073",4326
"WGS10074",4326
"WGS10075",4326
"WGS10076",4326
"WGS10077",4326
"WGS10078",4326
"WGS10079",4326
"WGS1008",4326
"WGS10080",4326
"WGS10081",4326
"WGS10082",4326
"WGS10083",4326
"WGS10084",4326
"WGS10085",4326
"WGS10086",4326
"WGS10087",4326
"WGS10088",4326
"WGS10089",4326
"WGS1009",4326
"WGS10090",4326
"WGS10091",4326
"WGS10092",4326
"WGS10093",4326
"WGS10094",4326
"WGS10095",4326
"WGS10096",4326
"WGS10097",4326
"WGS10098",4326
"WGS10099",4326
"WGS101",4326
"WGS1010",4326
"WGS10100",4326
"WGS10101",4326
"WGS10102",4326
"WGS10103",4326
"WGS10104",4326
"WGS10105",4326
"WGS10106",4326
"WGS10107",4326
"WGS10108",4326
"WGS10109",4326
"WGS1011",4326
"WGS10110",4326
"WGS10111",4326
"WGS10112",4326
"WGS10113",4326
"WGS10114",4326
"WGS10115",4326
"WGS10116",4326
"WGS10117",4326
"WGS10118",4326
"WGS10119",4326
"WGS1012",4326
"WGS10120",4326
"WGS10121",4326
"WGS10122",4326
"WGS10123",4326
"WGS10124",4326
"WGS10125",4326
"WGS10126",4326
"WGS10127",4326
"WGS10128",4326
"WGS10129",4326
"WGS1013",4326
"WGS10130",4326
"WGS10131",4326
"WGS10132",4326
"WGS10133",4326
"WGS10134",4326
"WGS10135",4326
"WGS10136",4326
"WGS10137",4326
"WGS10138",4326
"WGS10139",4326
"WGS1014",4326
"WGS10140",4326
"WGS10141",4326
"WGS10142",4326
"WGS10143",4326
"WGS10144",4326
"WGS10145",4326
"WGS10146",4326
"WGS10147",4326
"WGS10148",4326
"WGS10149",4326
"WGS1015",4326
"WGS10150",4326
"WGS10151",4326
"WGS10152",4326
"WGS10153",4326
"WGS10154",4326
"WGS10155",4326
"WGS10156",4326
"WGS10157",4326
"WGS10158",4326
"WGS10159",4326
"WGS1016",4326
"WGS10160",4326
"WGS10161",4326
"WGS10162",4326
"WGS10163",4326
"WGS10164",4326
"WGS10165",4326
"WGS10166",4326
"WGS10167",4326
"WGS10168",4326
"WGS10169",4326
"WGS1017",4326
"WGS10170",4326
"WGS10171",4326
"WGS10172",4326
"WGS10173",4326
"WGS10174",4326
"WGS10175",4326
"WGS10176",4326
"WGS10177",4326
"WGS10178",4326
"WGS10179",4326
"WGS1018",4326
"WGS10180",4326
"WGS10181",4326
"WGS10182",4326
"WGS10183",4326
"WGS10184",4326
"WGS10185",4326
"WGS1019",4326
"WGS102",4326
"WGS1020",4326
"WGS1021",4326
"WGS1022",4326
"WGS1023",4326
"WGS1024",4326
"WGS1025",4326
"WGS1026",4326
"WGS1027",4326
"WGS1028",4326
"WGS1029",4326
"WGS103",4326
"WGS1030",4326
"WGS1031",4326
"WGS1032",4326
"WGS1033",4326
"WGS1034",4326
"WGS1035",4326
"WGS1036",4326
"WGS1037",4326
"WGS1038",4326
"WGS1039",4326
"WGS104",4326
"WGS1040",4326
"WGS1041",4326
"WGS1042",4326
"WGS1043",4326
"WGS1044",4326
"WGS1045",4326
"WGS1046",4326
"WGS1047",4326
"WGS1048",4326
"WGS1049",4326
"WGS105",4326
"WGS1050",4326
"WGS1051",4326
"WGS1052",4326
"WGS1053",4326
"WGS1054",4326
"WGS1055",4326
"WGS1056",4326
"WGS1057",4326
"WGS1058",4326
"WGS1059",4326
"WGS106",4326
"WGS1060",4326
"WGS1061",4326
"WGS1062",4326
"WGS1063",4326
"WGS1064",4326
"WGS1065",4326
"WGS1066",4326
"WGS1067",4326
"WGS1068",4326
"WGS1069",4326
"WGS107",4326
"WGS1070",4326
"WGS1071",4326
"WGS1072",4326
"WGS1073",4326
"WGS1074",4326
"WGS1075",4326
"WGS1076",4326
"WGS1077",4326
"WGS1078",4326
"WGS1079",4326
"WGS108",4326
"WGS1080",4326
"WGS1081",4326
"WGS1082",4326
"WGS1083",4326
"WGS1084",4326
"WGS1085",4326
"WGS1086",4326
"WGS1087",4326
"WGS1088",4326
"WGS1089",4326
"WGS109",4326
"WGS1090",4326
"WGS1091",4326
"WGS1092",4326
"WGS1093",4326
"WGS1094",4326
"WGS1095",4326
"WGS1096",4326
"WGS1097",4326
"WGS1098",4326
"WGS1099",4326
"WGS11",4326
"WGS110",4326
"WGS1100",4326
"WGS1101",4326
"WGS1102",4326
"WGS1103",4326
"WGS1104",4326
"WGS1105",4326
"WGS1106",4326
"WGS1107",4326
"WGS1108",4326
"WGS1109",4326
"WGS111",4326
"WGS1110",4326
"WGS1111",4326
"WGS1112",4326
"WGS1113",4326
"WGS1114",4326
"WGS1115",4326
"WGS1116",4326
"WGS1117",4326
"WGS1118",4326
"WGS1119",4326
"WGS112",4326
"WGS1120",4326
"WGS1121",4326
"WGS1122",4326
"WGS1123",4326
"WGS1124",4326
"WGS1125",4326
"WGS1126",4326
"WGS1127",4326
"WGS1128",4326
"WGS1129",4326
"WGS113",4326
"WGS1130",4326
"WGS1131",4326
"WGS1132",4326
"WGS1133",4326
"WGS1134",4326
"WGS1135",4326
"WGS1136",4326
"WGS1137",4326
"WGS1138",4326
"WGS1139",4326
"WGS114",4326
"WGS1140",4326
"WGS1141",4326
"WGS1142",4326
"WGS1143",4326
"WGS1144",4326
"WGS1145",4326
"WGS1146",4326
"WGS1147",4326
"WGS1148",4326
"WGS1149",4326
"WGS115",4326
"WGS1150",4326
"WGS1151",4326
"WGS1152",4326
"WGS1153",4326
"WGS1154",4326
"WGS1155",4326
"WGS1156",4326
"WGS1157",4326
"WGS1158",4326
"WGS1159",4326
"WGS116",4326
"WGS1160",4326
"WGS1161",4326
"WGS1162",4326
"WGS1163",4326
"WGS1164",4326
"WGS1165",4326
"WGS1166",4326
"WGS1167",4326
"WGS1168",4326
"WGS1169",4326
"WGS117",4326
"WGS1170",4326
"WGS1171",4326
"WGS1172",4326
"WGS1173",4326
"WGS1174",4326
"WGS1175",4326
"WGS1176",4326
"WGS1177",4326
"WGS1178",4326
"WGS1179",4326
"WGS118",4326
"WGS1180",4326
"WGS1181",4326
"WGS1182",4326
"WGS1183",4326
"WGS1184",4326
"WGS1185",4326
"WGS1186",4326
"WGS1187",4326
"WGS1188",4326
"WGS1189",4326
"WGS119",4326
"WGS1190",4326
"WGS1191",4326
"WGS1192",4326
"WGS1193",4326
"WGS1194",4326
"WGS1195",4326
"WGS1196",4326
"WGS1197",4326
"WGS1198",4326
"WGS1199",4326
"WGS120",4326
"WGS1200",4326
"WGS1201",4326
"WGS1202",4326
"WGS1203",4326
"WGS1204",4326
"WGS1205",4326
"WGS1206",4326
"WGS1207",4326
"WGS1208",4326
"WGS1209",4326
"WGS121",4326
"WGS1210",4326
"WGS1211",4326
"WGS1212",4326
"WGS1213",4326
"WGS1214",4326
"WGS1215",4326
"WGS1216",4326
"WGS1217",4326
"WGS1218",4326
"WGS1219",4326
"WGS122",4326
"WGS1220",4326
"WGS1221",4326
"WGS1222",4326
"WGS1223",4326
"WGS1224",4326
"WGS1225",4326
"WGS1226",4326
"WGS1227",4326
"WGS1228",4326
"WGS1229",4326
"WGS123",4326
"WGS1230",4326
"WGS1231",4326
"WGS1232",4326
"WGS1233",4326
"WGS1234",4326
"WGS1235",4326
"WGS1236",4326
"WGS1237",4326
"WGS1238",4326
"WGS1239",4326
"WGS124",4326
"WGS1240",4326
"WGS1241",4326
"WGS1242",4326
"WGS1243",4326
"WGS1244",4326
"WGS1245",4326
"WGS1246",4326
"WGS1247",4326
"WGS1248",4326
"WGS1249",4326
"WGS125",4326
"WGS1250",4326
"WGS1251",4326
"WGS1252",4326
"WGS1253",4326
"WGS1254",4326
"WGS1255",4326
"WGS1256",4326
"WGS1257",4326
"WGS1258",4326
"WGS1259",4326
"WGS126",4326
"WGS1260",4326
"WGS1261",4326
"WGS1262",4326
"WGS1263",4326
"WGS1264",4326
"WGS1265",4326
"WGS1266",4326
"WGS1267",4326
"WGS1268",4326
"WGS1269",4326
"WGS127",4326
"WGS1270",4326
"WGS1271",4326
"WGS1272",4326
"WGS1273",4326
"WGS1274",4326
"WGS1275",4326
"WGS1276",4326
"WGS1277",4326
"WGS1278",4326
"WGS1279",4326
"WGS128",4326
"WGS1280",4326
"WGS1281",4326
"WGS1282",4326
"WGS1283",4326
"WGS1284",4326
"WGS1285",4326
"WGS1286",4326
"WGS1287",4326
"WGS1288",4326
"WGS1289",4326
"WGS129",4326
"WGS1290",4326
"WGS1291",4326
"WGS1292",4326
"WGS1293",4326
"WGS1294",4326
"WGS1295",4326
"WGS1296",4326
"WGS1297",4326
"WGS1298",4326
"WGS1299",4326
"WGS130",4326
"WGS1300",4326
"WGS1301",4326
"WGS1302",4326
"WGS1303",4326
"WGS1304",4326
"WGS1305",4326
"WGS1306",4326
"WGS1307",4326
"WGS1308",4326
"WGS1309",4326
"WGS131",4326
"WGS1310",4326
"WGS1311",4326
"WGS1312",4326
"WGS1313",4326
"WGS1314",4326
"WGS1315",4326
"WGS1316",4326
"WGS1317",4326
"WGS1318",4326
"WGS1319",4326
"WGS132",4326
"WGS1320",4326
"WGS1321",4326
"WGS1322",4326
"WGS1323",4326
"WGS1324",4326
"WGS1325",4326
"WGS1326",4326
"WGS1327",4326
"WGS1328",4326
"WGS1329",4326
"WGS133",4326
"WGS1330",4326
"WGS1331",4326
"WGS1332",4326
"WGS1333",4326
"WGS1334",4326
"WGS1335",4326
"WGS1336",4326
"WGS1337",4326
"WGS1338",4326
"WGS1339",4326
"WGS134",4326
"WGS1340",4326
"WGS1341",4326
"WGS1342",4326
"WGS1343",4326
"WGS1344",4326
"WGS1345",4326
"WGS1346",4326
"WGS1347",4326
"WGS1348",4326
"WGS1349",4326
"WGS135",4326
"WGS1350",4326
"WGS1351",4326
"WGS1352",4326
"WGS1353",4326
"WGS1354",4326
"WGS1355",4326
"WGS1356",4326
"WGS1357",4326
"WGS1358",4326
"WGS1359",4326
"WGS136",4326
"WGS1360",4326
"WGS1361",4326
"WGS1362",4326
"WGS1363",4326
"WGS1364",4326
"WGS1365",4326
"WGS1366",4326
"WGS1367",4326
"WGS1368",4326
"WGS1369",4326
"WGS137",4326
"WGS1370",4326
"WGS1371",4326
"WGS1372",4326
"WGS1373",4326
"WGS1374",4326
"WGS1375",4326
"WGS1376",4326
"WGS1377",4326
"WGS1378",4326
"WGS1379",4326
"WGS138",4326
"WGS1380",4326
"WGS1381",4326
"WGS1382",4326
"WGS1383",4326
"WGS1384",4326
"WGS1385",4326
"WGS1386",4326
"WGS1387",4326
"WGS1388",4326
"WGS1389",4326
"WGS139",4326
"WGS1390",4326
"WGS1391",4326
"WGS1392",4326
"WGS1393",4326
"WGS1394",4326
"WGS1395",4326
"WGS1396",4326
"WGS1397",4326
"WGS1398",4326
"WGS1399",4326
"WGS140",4326
"WGS1400",4326
"WGS1401",4326
"WGS1402",4326
"WGS1403",4326
"WGS1404",4326
"WGS1405",4326
"WGS1406",4326
"WGS1407",4326
"WGS1408",4326
"WGS1409",4326
"WGS141",4326
"WGS1410",4326
"WGS1411",4326
"WGS1412",4326
"WGS1413",4326
"WGS1414",4326
"WGS1415",4326
"WGS1416",4326
"WGS1417",4326
"WGS1418",4326
"WGS1419",4326
"WGS142",4326
"WGS1420",4326
"WGS1421",4326
"WGS1422",4326
"WGS1423",4326
"WGS1424",4326
"WGS1425",4326
"WGS1426",4326
"WGS1427",4326
"WGS1428",4326
"WGS1429",4326
"WGS143",4326
"WGS1430",4326
"WGS1431",4326
"WGS1432",4326
"WGS1433",4326
"WGS1434",4326
"WGS1435",4326
"WGS1436",4326
"WGS1437",4326
"WGS1438",4326
"WGS1439",4326
"WGS144",4326
"WGS1440",4326
"WGS1441",4326
"WGS1442",4326
"WGS1443",4326
"WGS1444",4326
"WGS1445",4326
"WGS1446",4326
"WGS1447",4326
"WGS1448",4326
"WGS1449",4326
"WGS145",4326
"WGS1450",4326
"WGS1451",4326
"WGS1452",4326
"WGS1453",4326
"WGS1454",4326
"WGS1455",4326
"WGS1456",4326
"WGS1457",4326
"WGS1458",4326
"WGS1459",4326
"WGS146",4326
"WGS1460",4326
"WGS1461",4326
"WGS1462",4326
"WGS1463",4326
"WGS1464",4326
"WGS1465",4326
"WGS1466",4326
"WGS1467",4326
"WGS1468",4326
"WGS1469",4326
"WGS147",4326
"WGS1470",4326
"WGS1471",4326
"WGS1472",4326
"WGS1473",4326
"WGS1474",4326
"WGS1475",4326
"WGS1476",4326
"WGS1477",4326
"WGS1478",4326
"WGS1479",4326
"WGS148",4326
"WGS1480",4326
"WGS1481",4326
"WGS1482",4326
"WGS1483",4326
"WGS1484",4326
"WGS1485",4326
"WGS1486",4326
"WGS1487",4326
"WGS1488",4326
"WGS1489",4326
"WGS149",4326
"WGS1490",4326
"WGS1491",4326
"WGS1492",4326
"WGS1493",4326
"WGS1494",4326
"WGS1495",4326
"WGS1496",4326
"WGS1497",4326
"WGS1498",4326
